Áfríkà	África
Ẹ̀ka:Nàìjíríà	Categoria:Nigéria
Ẹ̀ka:Pakístàn	Categoria:Paquistão
Ẹ̀ka:Pólàndì	Categoria:Polónia
Ẹ̀ka:Pọ́rtúgàl	Categoria:Portugal
Ẹ̀ka:Kòréà Gúúsù	Categoria:Coreia do Sul
Ẹ̀ka:Sudan	Categoria:Sudão
Ẹ̀ka:Swítsàlandì	Categoria:Suíça
Ẹ̀ka:Tànsáníà	Categoria:Tanzânia
Ẹ̀ka:Tháílàndì	Categoria:Tailândia
Ẹ̀ka:Ukréìn	Categoria:Ucrânia
Ẹ̀ka:Vietnam	Categoria:Vietname
Ẹ̀ka:Àwọn afọmúbọ́mọ	Categoria:Mamíferos
Ẹ̀ka:Àwọn ẹyẹ	Categoria:Aves
Ẹ̀ka:Àwọn èbu	Categoria:Fungos
Ẹ̀ka:Baktéríà	Categoria:Bactérias
Ẹ̀ka:Àwọn èràn	Categoria:Vírus
Ẹ̀ka:Àwọn ọ̀gbìn	Categoria:Plantas
Ẹ̀ka:Físíksì	Categoria:Física
Ẹ̀ka:Àwọn sáyẹ́nsì aládánidá	Categoria:Ciências naturais
Ẹ̀ka:Biology	Categoria:Biologia
Ẹ̀ka:Ìpògùn	Categoria:Química
Ẹ̀ka:Àwọn sáyẹ́nsì ilẹ̀-ayé	Categoria:Ciências da Terra
Ẹ̀ka:Ìtàn	Categoria:História
Ẹ̀ka:Jẹ́ọ́gráfì	Categoria:Geografia
Ẹ̀ka:Àwùjọ	Categoria:Sociedade
Ẹ̀ka:Ẹ̀sìn	Categoria:Religião
Ẹ̀ka:Àwọn eré-ìdárayá	Categoria:Desportos
Ẹ̀ka:Sáyẹ́nsì	Categoria:Ciência
Ẹ̀ka:Àgbájọ àwọn Orílẹ̀-èdè Aṣòkan	Categoria:Nações Unidas
Ẹ̀ka:Fílmù	Categoria:Cinema
Ẹ̀ka:Àwọn Ibi Ọ̀ṣọ́ Àgbáyé	Categoria:Patrimônio Mundial da UNESCO
Ẹ̀ka:Àwọn akéde	Categoria:Mídia
Ẹ̀ka:Àwọn ilé àti ìdòpómúlẹ̀	Categoria:Construções
Ẹ̀ka:Èdè	Categoria:Linguagem
Ẹ̀ka:Ayé	Categoria:Terra
Ẹ̀ka:Òfurufú	Categoria:Espaço
ISO 14971	ISO 14971
Ìtàn ilẹ̀ Gúúsù Sudan	História do Sudão do Sul
Viktor Yanukovych	Víktor Yanukóvytch
Viktor Yushchenko	Viktor Yushchenko
Louis Antoine ilẹ̀ Angoulême	Luís Antônio, Duque de Angoulême
Ọjọ́ Mandela	Dia Internacional Nelson Mandela
Dọ́là New Zealand	Dólar neozelandês
ISO 3166-2:DZ	ISO 3166-2:DZ
ISO 3166-2:MU	Subdivisões da Maurícia
ISO 3166-2:BT	ISO 3166-2:BT
ISO 3166-2:MZ	ISO 3166-2:MZ
ISO 3166-2:DM	ISO 3166-2:DM
ISO 3166-2:BM	ISO 3166-2:BM
ISO 3166-2:NG	ISO 3166-2:NG
ISO 3166-2:LR	ISO 3166-2:LR
Ogun Abẹ́lé Àkọ́kọ́ ilẹ̀ Lìbéríà	Primeira Guerra Civil da Libéria
ISO 3166-2:SO	ISO 3166-2:SO
ISO 3166-2:CM	ISO 3166-2:CM
Ìtàn ilẹ̀ Siẹrra Léònè	História da Serra Leoa
Ìtàn ilẹ̀ Ṣèíhẹ́lẹ́sì	História das Seychelles
Àwọn Ògóni	Ogoni
Ìtàn ilẹ̀ Lèsóthò	História do Lesoto
ISO 9126	ISO/IEC 9126
Ìtàn ilẹ̀ Nìjẹ̀r	História do Níger
10050 Rayman	10050 Rayman
10429 van Woerden	10429 van Woerden
10428 Wanders	10428 Wanders
10431 Pottasch	10431 Pottasch
10432 Ullischwarz	10432 Ullischwarz
10435 Tjeerd	10435 Tjeerd
10437 van der Kruit	10437 van der Kruit
10438 Ludolph	10438 Ludolph
10439 van Schooten	10439 van Schooten
10440 van Swinden	10440 van Swinden
10441 van Rijckevorsel	10441 van Rijckevorsel
10442 Biezenzo	10442 Biezenzo
10443 van der Pol	10443 van der Pol
10446 Siegbahn	10446 Siegbahn
10447 Bloembergen	10447 Bloembergen
10448 Schawlow	10448 Schawlow
10456 Anechka	10456 Anechka
10457 Suminov	10457 Suminov
10458 Sfranke	10458 Sfranke
10478 Alsabti	10478 Alsabti
10481 Esipov	10481 Esipov
10482 Dangrieser	10482 Dangrieser
10501 Ardmacha	10501 Ardmacha
10504 Doga	10504 Doga
10509 Heinrichkayser	10509 Heinrichkayser
10506 Rydberg	10506 Rydberg
10516 Sakurajima	10516 Sakurajima
10523 D'Haveloose	10523 D'Haveloose
10524 Maniewski	10524 Maniewski
10538 Torode	10538 Torode
10540 Hachigoroh	10540 Hachigoroh
10543 Klee	10543 Klee
10546 Nakanomakoto	10546 Nakanomakoto
10549 Helsingborg	10549 Helsingborg
10552 Stockholm	10552 Stockholm
10557 Rowland	10557 Rowland
10555 Tagaharue	10555 Tagaharue
10558 Karlstad	10558 Karlstad
10560 Michinari	10560 Michinari
10561 Shimizumasahiro	10561 Shimizumasahiro
10568 Yoshitanaka	10568 Yoshitanaka
10646 Machielalberts	10646 Machielalberts
10647 Meesters	10647 Meesters
10648 Plancius	10648 Plancius
10650 Houtman	10650 Houtman
10651 van Linschoten	10651 van Linschoten
10652 Blaeu	10652 Blaeu
10653 Witsen	10653 Witsen
10654 Bontekoe	10654 Bontekoe
10659 Sauerland	10659 Sauerland
10734 Wieck	10734 Wieck
10733 Georgesand	10733 Georgesand
10784 Noailles	10784 Noailles
10961 Buysballot	10961 Buysballot
10991 Dulov	10991 Dulov
10990 Okunev	10990 Okunev
11002 Richardlis	11002 Richardlis
11006 Gilson	11006 Gilson
11016 Borisov	11016 Borisov
11017 Billputnam	11017 Billputnam
11041 Fechner	11041 Fechner
11042 Ernstweber	11042 Ernstweber
11051 Racine	11051 Racine
11090 Popelin	11090 Popelin
11095 Havana	11095 Havana
11166 Anatolefrance	11166 Anatolefrance
11173 Jayanderson	11173 Jayanderson
11184 Postma	11184 Postma
11189 Rabeaton	11189 Rabeaton
11197 Beranek	11197 Beranek
11206 Bibee	11206 Bibee
11219 Benbohn	11219 Benbohn
11225 Borden	11225 Borden
11239 Marcgraf	11239 Marcgraf
11240 Piso	11240 Piso
11242 Franspost	11242 Franspost
11246 Orvillewright	11246 Orvillewright
11247 Wilburwright	11247 Wilburwright
11249 Etna	11249 Etna
11278 Telesio	11278 Telesio
11299 Annafreud	11299 Annafreud
11302 Rubicon	11302 Rubicon
11314 Charcot	11314 Charcot
11332 Jameswatt	11332 Jameswatt
11334 Rio de Janeiro	11334 Rio de Janeiro
11370 Nabrown	11370 Nabrown
11413 Catanach	11413 Catanach
11485 Zinzendorf	11485 Zinzendorf
11484 Daudet	11484 Daudet
11498 Julgeerts	11498 Julgeerts
11510 Borges	11510 Borges
11548 Jerrylewis	11548 Jerrylewis
11520 Fromm	11520 Fromm
11574 d'Alviella	11574 d'Alviella
11584 Ferenczi	11584 Ferenczi
11581 Philipdejager	11581 Philipdejager
11693 Grantelliott	11693 Grantelliott
11698 Fichtelman	11698 Fichtelman
11704 Gorin	11704 Gorin
11715 Harperclark	11715 Harperclark
11756 Geneparker	11756 Geneparker
11757 Salpeter	11757 Salpeter
11759 Sunyaev	11759 Sunyaev
11772 Jacoblemaire	11772 Jacoblemaire
11771 Maestlin	11771 Maestlin
11774 Jerne	11774 Jerne
11788 Nauchnyj	11788 Nauchnyj
11787 Baumanka	11787 Baumanka
11786 Bakhchivandji	11786 Bakhchivandji
11791 Sofiyavarzar	11791 Sofiyavarzar
11793 Chujkovia	11793 Chujkovia
11795 Fredrikbruhn	11795 Fredrikbruhn
11796 Nirenberg	11796 Nirenberg
11797 Warell	11797 Warell
11847 Winckelmann	11847 Winckelmann
11855 Preller	11855 Preller
11853 Runge	11853 Runge
11874 Gringauz	11874 Gringauz
11876 Doncarpenter	11876 Doncarpenter
11897 Lemaire	11897 Lemaire
11899 Weill	11899 Weill
11900 Spinoy	11900 Spinoy
11913 Svarna	11913 Svarna
11914 Sinachopoulos	11914 Sinachopoulos
11950 Morellet	11950 Morellet
11958 Galiani	11958 Galiani
11963 Ignace	11963 Ignace
11966 Plateau	11966 Plateau
11967 Boyle	11967 Boyle
11968 Demariotte	11968 Demariotte
8410 Hiroakiohno	8410 Hiroakiohno
8411 Celso	8411 Celso
8417 Lancetaylor	8417 Lancetaylor
8418 Mogamigawa	8418 Mogamigawa
8419 Terumikazumi	8419 Terumikazumi
8420 Angrogna	8420 Angrogna
8421 Montanari	8421 Montanari
8422 Mohorovičıć	8422 Mohorovicic
8424 Toshitsumita	8424 Toshitsumita
8423 Macao	8423 Macao
8430 Florey	8430 Florey
8445 Novotroitskoe	8445 Novotroitskoe
8448 Belyakina	8448 Belyakina
8452 Clay	8452 Clay
8471 Obrant	8471 Obrant
8472 Tarroni	8472 Tarroni
8492 Kikuoka	8492 Kikuoka
8496 Jandlsmith	8496 Jandlsmith
Jẹ́ọ́gráfì ilẹ̀ Gámbíà	Geografia da Gâmbia
Ìtàn ilẹ̀ Gámbíà	História da Gâmbia
Media Gateway Control Protocol (Megaco)	H.248
Ìtàn ilẹ̀ Kòmórò	História de Comores
Ìtàn ilẹ̀ Ùgándà	História de Uganda
Orílẹ̀-èdè olómìnira onílànàìrẹ́pọ̀	República constitucional
Àmì ọ̀pá àṣẹ ilẹ̀ Gùyánà Fránsì	Brasão de armas da Guiana Francesa
Gregory Meeks	Gregory W. Meeks
Inter-American Court of Human Rights	Corte Interamericana de Direitos Humanos
Ṣàngó	Xangô
PDF/A	PDF/A
Ẹgbẹ́ Olóṣèlúaráìlú àwọn Aráàlù (Nàìjíríà)	Partido Democrático Popular (Nigéria)
ISO 3166-2:BV	ISO 3166-2:BV
8957 Koujounotsuki	8957 Koujounotsuki
Inter-American Commission on Human Rights	Comissão Interamericana de Direitos Humanos
Jẹ́ọ́gráfì ilẹ̀ Gúúsù Áfríkà	Geografia da África do Sul
ISO 3166-2:CC	ISO 3166-2:CC
ISO 3166-2:CK	ISO 3166-2:CK
Muriaé	Muriaé
VP7	VP7
Àwọn Agbègbè Ìjọba Ìbílẹ̀ Nàìjíríà	Áreas de governo local na Nigéria
Ìgbómìnà	Igbomina
Sailor Moon	Sailor Moon
Martin Ziguélé	Martin Ziguélé
Marcos Morínigo	Marcos Morínigo
17734 Boole	17734 Boole
Rafael Franco	Rafael Franco
Luis Alberto Riart	Luis Alberto Riart
ISO 10006	ISO 10006
ISO 3166-2:EH	ISO 3166-2:EH
ISO 8583	ISO 8583
Ìkòròdú	Ikorodu
Indeo	Indeo
Ìwó	Iwo (Nigéria)
Jens Christian Skou	Jens Christian Skou
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 2012	Categoria:Mortos em 2012
15495 Bogie	15495 Bogie
José Tomás Ovalle	José Tomás Ovalle
Juan de Zavala, 1st Marquis of Sierra Bullones	Juan Zavala de la Puente
Orin jùjú	Juju (música)
Àdàkọ:Dts	Predefinição:Dts
Rómù Ayéijọ́un	Roma Antiga
Odùduwà	Oduduwa
Ramón Castilla	Ramón Castilla
Orílẹ̀-èdè alábàágbépọ̀	Nação constituinte
15710 Böcklin	15710 Bocklin
Àsìkò Ìwọòrùn Áfríkà	Horário da África Ocidental
Jẹ́ọ́gráfì ilẹ̀ Bòtswánà	Geografia do Botswana
Abdiweli Mohamed Ali	Abdiweli Mohamed Ali
Jẹ́ọ́gráfì ilẹ̀ Ùgándà	Geografia de Uganda
Alfredo Ovando Candía	Alfredo Ovando Candia
Yunifásítì ìlú Èkó	Moshood Abiola University
Augusto Hamann Rademaker Grünewald	Augusto Rademaker
Aurélio de Lira Tavares	Aurélio de Lira Tavares
Lunda	Reino de Lunda
Jẹ́ọ́gráfì ilẹ̀ Orílẹ̀-èdè Olómìnira Tòṣèlúaráìlú ilẹ̀ Kóngò	Geografia da República Democrática do Congo
Campos Sales	Campos Sales (Ceará)
Manuel María Lombardini	Manuel María Lombardini
Yunifásítì ìlú Benin	Universidade de Benin (Nigéria)
José Mariano Salas	José Mariano Salas
Àkójọ àwọn gómìnà ìpínlẹ̀ Nàìjíríà	Lista de governadores de estado da Nigéria
Òndó	Ondo (cidade)
Qunu	Qunu
23166 Bilal	23166 Bilal
18004 Krystosek	18004 Krystosek
José Ignacio Pavón	José Ignacio Pavón
8408 Strom	8408 Strom
VOB	VOB
MXF	Material Exchange Format
Whirlpool (cryptography)	Whirlpool (criptografia)
Pedro Celestino Negrete	Pedro Celestino Negrete
26639 Murgaš	26639 Murgas
7499 L'Aquila	7499 L'Aquila
7500 Sassi	7500 Sassi
7999 Nesvorný	7999 Nesvorny
Alphonse Henri, comte d'Hautpoul	Alphonse Henri, Conde d'Hautpoul
7677 Sawa	7677 Sawa
Ilé-iṣẹ́ Àgbéṣe Ìgbédìde àti Ìwáàdí Òfurufú Orílẹ̀-èdè Nàìjíríà	National Space Research and Development Agency
7487 Toshitanaka	7487 Toshitanaka
7494 Xiwanggongcheng	7494 Xiwanggongcheng
Amundsen Gulf	Golfo de Amundsen
Alex Ekwueme	Alex Ifeanyichukwu Ekwueme
Jẹ́ọ́gráfì ilẹ̀ Mòrókò	Geografia de Marrocos
Jẹ́ọ́gráfì ilẹ̀ Ethiópíà	Geografia da Etiópia
Ẹ̀ka:Àwọn Ìdíje Olympiki	Categoria:Jogos Olímpicos
José Rufino Echenique	José Rufino Echenique
Ẹ̀ka:Ìmòye	Categoria:Filosofia
Ẹ̀ka:Ìṣebúddhà	Categoria:Budismo
Ẹ̀ka:Ẹ̀sìn Krístì	Categoria:Cristianismo
Ẹ̀ka:Ìṣehíndù	Categoria:Hinduísmo
Ẹ̀ka:Ìmàle	Categoria:Islamismo
Jẹ́ọ́gráfì ilẹ̀ Mòsámbìk	Geografia de Moçambique
Jẹ́ọ́gráfì ilẹ̀ Kẹ́nyà	Geografia do Quénia
Jẹ́ọ́gráfì ilẹ̀ Ghánà	Geografia do Gana
7418 Akasegawa	7418 Akasegawa
Neheb	Neheb
7618 Gotoyukichi	7618 Gotoyukichi
Jẹ́ọ́gráfì ilẹ̀ Màláwì	Geografia do Malawi
Jẹ́ọ́gráfì ilẹ̀ Siẹrra Léònè	Geografia da Serra Leoa
Ìròjinlẹ̀ aláwùjọ	Teoria social
Arturo Rawson	Arturo Rawson
Dio vi Salvi Regina	Hino da Córsega
Uyo	Uyo
Jẹ́ọ́gráfì ilẹ̀ Tànsáníà	Geografia da Tanzânia
Jẹ́ọ́gráfì ilẹ̀ Benin	Geografia do Benim
VC-1	VC-1
Jẹ́ọ́gráfì ilẹ̀ Chad	Geografia do Chade
7607 Billmerline	7607 Billmerline
Jẹ́ọ́gráfì ilẹ̀ Mauritáníà	Geografia da Mauritânia
Eulalio Gutiérrez	Eulalio Gutiérrez
7967 Beny	7967 Beny
Justo Figuerola	Justo Figuerola
Manuel Menéndez	Manuel Menéndez
Tunde Baiyewu	Tunde Baiyewu
Ọya	Oyá
Alexandros Svolos	Aléxandros Svólos
Yunifásítì Ọbáfẹ́mi Awólọ́wọ̀	Obafemi Awolowo University
Ọbàtálá	Obatalá
Jẹ́ọ́gráfì ilẹ̀ Bùrúndì	Geografia do Burundi
Olódùmarè	Olorun
Domingo Nieto	Domingo Nieto
Juan Crisóstomo Torrico	Juan Crisóstomo Torrico
Wum	Wum
12079 Kaibab	12079 Kaibab
A-type asteroid	Asteroide tipo A
Manuel Salazar y Baquíjano	Manuel Salazar y Baquíjano
Nàìjíríà Alámùúsìn	Nigéria colonial
Jẹ́ọ́gráfì ilẹ̀ Sẹ̀nẹ̀gàl	Geografia do Senegal
Jẹ́ọ́gráfì ilẹ̀ Orílẹ̀-èdè Olómìnira ilẹ̀ Kóngò	Geografia da República do Congo
La bandera blanca y verde	La bandera blanca y verde
José Gregorio Monagas	José Gregorio Monagas
51827 Laurelclark	51827 Laurelclark
51825 Davidbrown	51825 Davidbrown
Jẹ́ọ́gráfì ilẹ̀ Côte d'Ivoire	Geografia da Costa do Marfim
Jẹ́ọ́gráfì ilẹ̀ Guinea	Geografia da Guiné
Jẹ́ọ́gráfì ilẹ̀ Kòmórò	Geografia de Comores
Juan Antonio Pezet	Juan Antonio Pezet
Ioannis Alevras	Ioannis Alevras
Tshimen Bwanga	Tshimen Bwanga
Nicos Anastasiades	Nicos Anastasiades
Pedro Pablo Bermúdez	Pedro Pablo Bermúdez
27789 Astrakhan	27789 Astrakhan
Uche Okafor	Uche Okafor
TwinVQ	VQF
Pedro José Cevallos	Pedro José Cevallos
Pedro María de Anaya	Pedro María de Anaya
Igbo	Igbo
Francisco Xavier de Luna Pizarro	Francisco Xavier de Luna Pizarro
29244 Van Damme	29244 Van Damme
22907 van Voorthuijsen	22907 van Voorthuijsen
23265 von Wurden	23265 von Wurden
22996 De Boo	(22996) De Boo
23238 Ocasio-Cortez	23238 Ocasio-Cortez
23191 Sujaytyle	23191 Sujaytyle
23995 Oechsle	23995 Oechsle
22809 Kensiequade	(22809) Kensiequade
35165 Québec	35165 Quebec
35222 Delbarrio	35222 Delbarrio
30879 Hiroshikanai	30879 Hiroshikanai
34543 Davidbriggs	34543 Davidbriggs
33994 Regidufour	33994 Regidufour
38962 Chuwinghung	38962 Chuwinghung
30821 Chernetenko	30821 Chernetenko
32207 Mairepercy	32207 Mairepercy
35352 Texas	35352 Texas
51655 Susannemond	51655 Susannedmond
32208 Johnpercy	32208 Johnpercy
22756 Manpreetkaur	(22756) Manpreetkaur
Juan José Viamonte	Juan José Viamonte
Juan Ramón Balcarce	Juan Ramón Balcarce
13025 Zürich	13025 Zurich
Jẹ́ọ́gráfì ilẹ̀ Sámbíà	Geografia da Zâmbia
Jẹ́ọ́gráfì ilẹ̀ Kamẹrúùn	Geografia dos Camarões
Manuel Quintana	Manuel Quintana
Olórí ìjọba	Chefe de governo
Sorenson Video	Sorenson (codec)
Jẹ́ọ́gráfì ilẹ̀ Guinea Alágedeméjì	Geografia da Guiné Equatorial
Alloysius Agu	Alloysius Agu
MPEG-3	MPEG-3
Jẹ́ọ́gráfì ilẹ̀ Guinea-Bissau	Geografia da Guiné-Bissau
31442 Stark	31442 Stark
Cybele asteroid	Família Cybele
Jẹ́ọ́gráfì ilẹ̀ Ẹritrẹ́à	Geografia da Eritreia
Jẹ́ọ́gráfì ilẹ̀ Kepu Ferde	Geografia de Cabo Verde
Jacques-Charles Dupont de l'Eure	Jacques-Charles Dupont de l'Eure
Benedict Iroha	Benedict Iroha
Jẹ́ọ́gráfì ilẹ̀ Tógò	Geografia do Togo
Pedro Diez Canseco	Pedro Diez Canseco
José Balta	José Balta
Miguel de San Román	Miguel de San Román
Miguel Abadía Méndez	Miguel Abadía Méndez
Ìdílé Nysa	Família Nysa
Gervasio Antonio de Posadas	Gervasio Antonio de Posadas
Ìwọ̀orùn Pakístàn	Paquistão Ocidental
Mena Barreto	João de Deus Mena Barreto
24260 Kriváň	24260 Krivan
13868 Catalonia	13868 Catalonia
13260 Sabadell	13260 Sabadell
14967 Madrid	14967 Madrid
12657 Bonch-Bruevich	12657 Bonch-Bruevich
12007 Fermat	12007 Fermat
25472 Joanoro	25472 Joanoro
117435 Severochoa	117435 Severochoa
17683 Kanagawa	17683 Kanagawa
10997 Gahm	10997 Gahm
84225 Verish	84225 Verish
24999 Hieronymus	24999 Hieronymus
13049 Butov	13049 Butov
José Patricio Guggiari	José Patricio Guggiari
Eligio Ayala	Eligio Ayala
José María Vargas	José María Vargas
Francisco García Calderón	Francisco García Calderón
78071 Vicent	78071 Vicent
22599 Heatherhall	22599 Heatherhall
José de la Riva Agüero	José de la Riva Agüero
ISO 269	ISO 269
38019 Jeanmariepelt	38019 Jeanmariepelt
25062 Rasmussen	25062 Rasmussen
37786 Tokikonaruko	37786 Tokikonaruko
23182 Siyaxuza	23182 Siyaxuza
37729 Akiratakao	37729 Akiratakao
27975 Mazurkiewicz	27975 Mazurkiewicz
Gboko	Gboko
14349 Nikitamikhalkov	14349 Nikitamikhalkov
19120 Doronina	19120 Doronina
Isaías de Noronha	Isaías de Noronha
32294 Zajonc	32294 Zajonc
34778 Huhunglick	34778 Huhunglick
ISO/IEC 17025	ISO/IEC 17025
31134 Zurria	31134 Zurria
38980 Gaoyaojie	38980 Gaoyaojie
Benedicta Boccoli	Benedicta Boccoli
35370 Daisakyu	35370 Daisakyu
31239 Michaeljames	31239 Michaeljames
36036 Bonucci	36036 Bonucci
Michael Emenalo	Michael Emenalo
31268 Welty	31268 Welty
Ìdílé Màríà	Família Maria
66667 Kambič	66667 Kambic
12370 Kageyasu	12370 Kageyasu
31139 Garnavich	31139 Garnavich
29650 Toldy	29650 Toldy
39799 Hadano	39799 Hadano
29463 Benjaminpeirce	29463 Benjaminpeirce
26829 Sakaihoikuen	26829 Sakaihoikuen
39427 Charlottebrontë	39427 Charlottebronte
98494 Marsupilami	98494 Marsupilami
29402 Obelix	29402 Obelix
26757 Bastei	26757 Bastei
24162 Askaci	24162 Askaci
21804 Václavneumann	21804 Vaclavneumann
85389 Rosenauer	85389 Rosenauer
30564 Olomouc	30564 Olomouc
33377 Večerníček	33377 Vecernicek
39428 Emilybrontë	39428 Emilybronte
27952 Atapuerca	27952 Atapuerca
26328 Litomyšl	26328 Litomysl
22370 Italocalvino	22370 Italocalvino
26401 Sobotište	26401 Sobotiste
22537 Meyerowitz	22537 Meyerowitz
28729 Moivre	28729 Moivre
25384 Partizánske	25384 Partizanske
19384 Winton	19384 Winton
29085 Sethanne	29085 Sethanne
20120 Ryugatake	20120 Ryugatake
26950 Legendre	26950 Legendre
18531 Strakonice	18531 Strakonice
18725 Atacama	18725 Atacama
26734 Terryfarrell	26734 Terryfarrell
26887 Tokyogiants	26887 Tokyogiants
13500 Viscardy	13500 Viscardy
29328 Hanshintigers	29328 Hanshintigers
19861 Auster	19861 Auster
29431 Shijimi	29431 Shijimi
26986 Čáslavská	26986 Caslavska
24680 Alleven	24680 Alleven
27114 Lukasiewicz	27114 Lukasiewicz
21915 Lavins	21915 Lavins
21553 Monchicourt	21553 Monchicourt
21369 Gertfinger	21369 Gertfinger
22538 Lucasmoller	22538 Lucasmoller
21663 Banat	21663 Banat
24000 Patrickdufour	24000 Patrickdufour
21254 Jonan	21254 Jonan
22142 Loripryor	22142 Loripryor
21250 Kamikouchi	21250 Kamikouchi
21047 Hodierna	21047 Hodierna
16757 Luoxiahong	16757 Luoxiahong
23889 Hermanngrassmann	23889 Hermanngrassmann
21016 Miyazawaseiroku	21016 Miyazawaseiroku
21059 Penderecki	21059 Penderecki
47086 Shinseiko	47086 Shinseiko
19458 Legault	19458 Legault
19034 Santorini	19034 Santorini
16260 Sputnik	16260 Sputnik
14275 Dianemurray	14275 Dianemurray
12014 Bobhawkes	12014 Bobhawkes
17693 Wangdaheng	17693 Wangdaheng
19539 Anaverdu	19539 Anaverdu
12398 Pickhardt	12398 Pickhardt
16466 Piyashiriyama	16466 Piyashiriyama
12399 Bartolini	12399 Bartolini
12835 Stropek	12835 Stropek
18142 Adamsidman	18142 Adamsidman
18689 Rodrick	18689 Rodrick
12406 Zvíkov	12406 Zvikov
19776 Balears	19776 Balears
19783 Antoniromanya	19783 Antoniromanya
13995 Tõravere	13995 Tõravere
25924 Douglasadams	25924 Douglasadams
13437 Wellton-Persson	13437 Wellton-Persson
14500 Kibo	14500 Kibo
15370 Kanchi	15370 Kanchi
19129 Loos	19129 Loos
13219 Cailletet	13219 Cailletet
15841 Yamaguchi	15841 Yamaguchi
14873 Shoyo	14873 Shoyo
17286 Bisei	17286 Bisei
15415 Rika	15415 Rika
12301 Eötvös	12301 Eotvos
18932 Robinhood	18932 Robinhood
35725 Tramuntana	35725 Tramuntana
95962 Copito	95962 Copito
72827 Maxaub	72827 Maxaub
16852 Nuredduna	16852 Nuredduna
20140 Costitx	20140 Costitx
12445 Sirataka	12445 Sirataka
12221 Ogatakoan	12221 Ogatakoan
13220 Kashiwagura	13220 Kashiwagura
12365 Yoshitoki	12365 Yoshitoki
13005 Stankonyukhov	13005 Stankonyukhov
12460 Mando	12460 Mando
12539 Chaikin	12539 Chaikin
15034 Décines	15034 Decines
12796 Kamenrider	12796 Kamenrider
12576 Oresme	12576 Oresme
12186 Mitukurigen	12186 Mitukurigen
13691 Akie	13691 Akie
13674 Bourge	13674 Bourge
13240 Thouvay	13240 Thouvay
13815 Furuya	13815 Furuya
12578 Bensaur	12578 Bensaur
14424 Laval	14424 Laval
12400 Katumaru	12400 Katumaru
12493 Minkowski	12493 Minkowski
17776 Troska	17776 Troska
10645 Brač	10645 Brac
10888 Yamatano-orochi	10888 Yamatano-orochi
18923 Jennifersass	18923 Jennifersass
12401 Tucholsky	12401 Tucholsky
13241 Biyo	13241 Biyo
17920 Zarnecki	17920 Zarnecki
13642 Ricci	13642 Ricci
11105 Puchnarová	11105 Puchnarova
10943 Brunier	10943 Brunier
38671 Verdaguer	38671 Verdaguer
10423 Dajčić	10423 Dajcic
11061 Lagerlöf	11061 Lagerlof
10832 Hazamashigetomi	10832 Hazamashigetomi
10930 Jinyong	10930 Jinyong
10804 Amenouzume	10804 Amenouzume
10566 Zabadak	10566 Zabadak
12574 LONEOS	12574 LONEOS
11714 Mikebrown	11714 Mikebrown
13753 Jennivirta	13753 Jennivirta
14147 Wenlingshuguang	14147 Wenlingshuguang
14558 Wangganchang	14558 Wangganchang
20780 Chanyikhei	20780 Chanyikhei
20639 Michellouie	20639 Michellouie
11118 Modra	11118 Modra
15053 Bochníček	15053 Bochnicek
15897 Beňačková	15897 Benackova
19955 Hollý	19955 Holly
14509 Lučenec	14509 Lucenec
14698 Scottyoung	14698 Scottyoung
18845 Cichocki	18845 Cichocki
15071 Hallerstein	15071 Hallerstein
19618 Maša	19618 Masa
14966 Jurijvega	14966 Jurijvega
78429 Baschek	78429 Baschek
73533 Alonso	73533 Alonso
29346 Mariadina	29346 Mariadina
11852 Shoumen	11852 Shoumen
15406 Bleibtreu	15406 Bleibtreu
26205 Kuratowski	26205 Kuratowski
25000 Astrometria	25000 Astrometria
22171 Choi	22171 Choi
15385 Dallolmo	15385 Dallolmo
15017 Cuppy	15017 Cuppy
19620 Auckland	19620 Auckland
10801 Lüneburg	10801 Luneburg
10831 Takamagahara	10831 Takamagahara
Andrés Narvarte	Andrés Narvarte
11528 Mie	11528 Mie
11970 Palitzsch	11970 Palitzsch
11064 Dogen	11064 Dogen
11092 Iwakisan	11092 Iwakisan
Universidade do Estado de Minas Gerais	Universidade do Estado de Minas Gerais
Pedro Gual Escandón	Pedro Gual Escandon
José María Carreño	José María Carreño
Carlos Soublette	Carlos Soublette
Joaquín Crespo	Joaquín Crespo
Raimundo Andueza Palacio	Raimundo Andueza Palacio
Juan Pablo Rojas Paúl	Juan Pablo Rojas Paúl
Francisco Linares Alcántara	Francisco Linares Alcántara
Guillermo Tell Villegas	Guillermo Tell Villegas
Julián Castro	Julián Castro
Manuel Ezequiel Bruzual	Manuel Ezequiel Bruzual
Rómulo Díaz de la Vega	Rómulo Díaz de la Vega
Manuel Robles Pezuela	Manuel Robles Pezuela
Juan Pedro Julián Aguirre y López de Anaya	Juan Pedro Aguirre
José Luis Tejada Sorzano	José Luis Tejada Sorzano
Ignacio Álvarez Thomas	Ignacio Álvarez Thomas
19629 Serra	19629 Serra
12397 Peterbrown	12397 Peterbrown
20625 Noto	20625 Noto
22705 Erinedwards	22705 Erinedwards
22784 Theresaoei	22784 Theresaoei
22836 Leeannragasa	(22836) Leeannragasa
22839 Richlawrence	(22839) Richlawrence
22812 Ricker	22812 Ricker
22685 Dominguez	(22685) Dominguez
14479 Plekhanov	14479 Plekanov
22734 Theojones	(22734) Theojones
22666 Josephchurch	22666 Josephchurch
