Aafrika	África
Arc de Triomphe	Arco do Triunfo (França)
Carl Friedrich von Ledebour	Karl Friedrich von Ledebour
Walter Elsasser	Walter Elsasser
Gustav Rose	Gustav Rose
Moritz Willkomm	Heinrich Moritz Willkomm
Albrecht Alkibiades	Alberto Alcibíades
Karl Wilhelm Naundorff	Karl Wilhelm Naundorff
Kuno-Hans von Both	Kuno-Hans von Both
Otto Mencke	Otto Mencke
Étienne Laspeyres	Étienne Laspeyres
Transitiivsus	Relação transitiva
Theodor Eicke	Theodor Eicke
Rahareform	Reforma monetária
Brienz	Brienz
Christian Leopold von Buch	Christian Leopold von Buch
Alexander Georg von Bunge	Alexander von Bunge
Georg Wenzeslaus von Knobelsdorff	Georg von Knobelsdorff
Ludwig Müller	Ludwig Müller
Wilhelm Pieck	Wilhelm Pieck
Anthony Hopkins	Anthony Hopkins
Teoreem	Teorema
Devon	Devoniano
Habsburgid	Casa de Habsburgo
Sapp	Bile
Kaliif	Califa
Muusad	Musa
Deutsche Bank	Deutsche Bank
Segaarv	Fração
Sahel	Sahel
Niccolò Paganini	Niccolò Paganini
Valuutaturg	Forex
Armulaua sakrament	Eucaristia
Ameerika Ühendriikide Senat	Senado dos Estados Unidos
Valuutakurss	Taxa de câmbio
Henry Kissinger	Henry Kissinger
Morelos	Morelos
Tsüklilised ühendid	Composto cíclico
Teletaip	Teletipo
Mälu (arvuti)	Memória (informática)
Feuerthaleni vald	Feuerthalen
Keskpank	Banco central
Jaipur	Jaipur
Daman ja Diu	Damão e Diu
Puducherry liiduterritoorium	Puducherry
Rudolf Buchheim	Rudolf Buchheim
Gottfried Arnold	Gottfried Arnold
Robert Alexy	Robert Alexy
Hanns Heinz Ewers	Hanns Heinz Ewers
Saksi-Weissenfelsi Magdalena Sibylle	Madalena Sibila de Saxe-Weissenfels
Ignaz Döllinger	Ignaz Döllinger
Anna Kendrick	Anna Kendrick
Roberto Baggio	Roberto Baggio
Giampiero Boniperti	Giampiero Boniperti
Gianluigi Buffon	Gianluigi Buffon
Davos	Davos
Interlaken	Interlaken
Sion	Sion
Zug	Zug
Altdorf	Altdorf (Uri)
Sierre	Sierre
Hawaii	Havaí (desambiguação)
Otto Sander	Otto Sander
Adolf Kneser	Adolf Kneser
Samuel de Champlain	Samuel de Champlain
Putian Shi	Putian
Rogier van der Weyden	Rogier van der Weyden
Berliini metroo	Metro de Berlim
Eluaegne vangistus	Prisão perpétua
Hawaii saar	Ilha Havai
Xiamen Shi	Xiamen
Mehhiko iseseisvussõda	Guerra da Independência do México
Harilik jaanikaunapuu	Alfarrobeira
Zhangzhou	Zhangzhou
Luumurd	Fratura óssea
Arminius	Armínio
Alamliik	Subespécie
Horvaatia iseseisvussõda	Guerra de Independência da Croácia
Sankt Moritz	São Moritz
Adelboden	Adelboden
Chur	Coira
Ernst Albrecht	Ernst Albrecht (político)
Xining Shi	Xining
Hassan II	Hassan II de Marrocos
Prantsuse kuningriik (1791–1792)	Reino da França (1791-1792)
Nathaniel Hawthorne	Nathaniel Hawthorne
Neuchâtel	Neuchâtel
2013. aasta Vormel 1 hooaeg	Temporada de Fórmula 1 de 2013
Oberegg	Oberegg
Céligny	Céligny
Kesswil	Kesswil
Zweisimmeni vald	Zweisimmen
Guttanneni vald	Guttannen
Haslibergi vald	Hasliberg
Gadmeni vald	Gadmen
Nicole (Tšiili laulja)	Nicole (cantora chilena)
Ecstasy	Ecstasy
Karl Grün	Karl Grün
Taiga	Taiga
Amuuri tiiger	Tigre-siberiano
Leysini vald	Leysin
Hale'i-Boppi komeet	Hale-Bopp
2004. aasta Vormel 1 hooaeg	Temporada de Fórmula 1 de 2004
2005. aasta Vormel 1 hooaeg	Temporada de Fórmula 1 de 2005
Planeering	Planejamento urbano
2006. aasta Vormel 1 hooaeg	Temporada de Fórmula 1 de 2006
2007. aasta Vormel 1 hooaeg	Temporada de Fórmula 1 de 2007
Air India	Air India
2008. aasta Vormel 1 hooaeg	Temporada de Fórmula 1 de 2008
2009. aasta Vormel 1 hooaeg	Temporada de Fórmula 1 de 2009
2010. aasta Vormel 1 hooaeg	Temporada de Fórmula 1 de 2010
2011. aasta Vormel 1 hooaeg	Temporada de Fórmula 1 de 2011
2012. aasta Vormel 1 hooaeg	Temporada de Fórmula 1 de 2012
2014. aasta Vormel 1 hooaeg	Temporada de Fórmula 1 de 2014
Slavutõtš	Slavutych
Anaplasma	Anaplasma
Pierre-Augustin Caron de Beaumarchais	Pierre-Augustin Caron de Beaumarchais
Gerd von Rundstedt	Gerd von Rundstedt
Alois Alzheimer	Alois Alzheimer
Walter Model	Walter Model
Carl Wilhelm Scheele	Carl Wilhelm Scheele
Roman Ungern von Sternberg	Roman Ungern von Sternberg
Robin Szolkowy	Robin Szolkowy
Hartwig Gauder	Hartwig Gauder
Heinz Guderian	Heinz Guderian
Theo Jörgensmann	Theo Jörgensmann
Udo Dirkschneider	Udo Dirkschneider
Alkaloidid	Alcaloide
Karl Peter Wilhelm Maurenbrecher	Wilhelm Maurenbrecher
Johannes Reinke	Johannes Reinke
Christian Adolph Klotz	Christian Adolph Klotz
Georg Mettenius	Georg Heinrich Mettenius
Infrapunaspektroskoopia	Espectroscopia de infravermelho
Prantsusmaa kuningriik	Reino da França
Sullivani maakond (New York)	Condado de Sullivan (Nova Iorque)
Hildegard Bingenist	Hildegarda de Bingen
Robert Wilhelm Bunsen	Robert Bunsen
Salamanca provints	Salamanca (província)
Prantsuse esimene keisririik	Primeiro Império Francês
Prantsuse teine keisririik	Segundo Império Francês
Valladolidi provints	Valhadolide (província)
Steubeni maakond	Condado de Steuben (Nova Iorque)
Zamora provints	Zamora (província)
Seneca maakond (New York)	Condado de Seneca (Nova Iorque)
Leóni provints	Leão (província)
Mittweida	Mittweida
Bette Davis	Bette Davis
Potala	Palácio de Potala
Charles II Paljaspea	Carlos II de França
Maria Eufrosyne	Maria Eufrosina de Zweibrücken-Kleeburg
Adam Johnson	Adam Johnson
Clark Gable	Clark Gable
Spencer Tracy	Spencer Tracy
Johann Pfaff	Johann Wilhelm Andreas Pfaff
Mireille Mathieu	Mireille Mathieu
Windows Live Messenger	Windows Live Messenger
Acerra	Acerra
Aomori prefektuur	Aomori
Fukushima prefektuur	Fukushima
Hollywoodi kuulsuste allee	Calçada da Fama
Lorient	Lorient
Bretagne'i hertsogkond	Ducado da Bretanha
Gustav Bernhard Julius Naunyn	Bernhard Naunyn
Tetris	Tetris
Urotropiin	Hexametilenotetramina
Cicciano	Cicciano
Amundseni meri	Mar de Amundsen
Henry Dale	Henry Dale
Portsmouth	Portsmouth
Visa hing: hea päev, et surra	A Good Day to Die Hard
Refraktsioon	Refração
Fridtjof Nansen	Fridtjof Nansen
Ararat	Ararate
Elektrimootor	Motor elétrico
1370. aastad	Década de 1370
Toni Morrison	Toni Morrison
Bürokraatia	Burocracia
Väike-punalamesklane	Cucujus cinnaberinus
Sisuedastusvõrk	Content Delivery Network
Marry the Night	Marry the Night
The Edge of Glory	The Edge of Glory
Sorrento	Sorrento
Xubuntu	Xubuntu
Kreeta Riik	Estado de Creta
Hải Phòng	Haiphong
Herbert Norkus	Herbert Norkus
Stan Laurel	Stan Laurel
Yuppie	Yuppie
Oliver Hardy	Oliver Hardy
Sisemaataipan	Oxyuranus microlepidotus
Forest (Brüssel)	Forest (Bélgica)
Bing Crosby	Bing Crosby
Rootsi Eurovisiooni lauluvõistlusel	Suécia no Festival Eurovisão da Canção
Cheech Marin	Cheech Marin
Willard Boyle	Willard Boyle
Gene Kelly	Gene Kelly
Paul Karrer	Paul Karrer
Linfen Shi	Linfen
Skandinaavia poolsaar	Península Escandinava
Amanda Todd	Amanda Todd
Belforte del Chienti	Belforte del Chienti
Londoni ülemlinnapea	Lord Mayor of London
Thibaut Courtois	Thibaut Courtois
Sambia kvatša	Kwacha zambiano
Roman Schatz	Roman Schatz
Gerd Michael Henneberg	Gerd Michael Henneberg
Willian Borges da Silva	Willian Borges da Silva
Camporotondo di Fiastrone	Camporotondo di Fiastrone
Ruhpoldingi vald	Ruhpolding
Cessapalombo	Cessapalombo
Fiona Shaw	Fiona Shaw
Futurama	Futurama
Paraolümpiamängud	Jogos Paraolímpicos
Thorstein Veblen	Thorstein Veblen
Fiastra	Fiastra
Laeng	Carga
Fiordimonte	Fiordimonte
Desinfektsioon	Desinfetante
Bubingapuu	Guibourtia
Normannide sissetung Lõuna-Itaaliasse	Conquista normanda do sul da Itália
Kummituslinn	Cidade fantasma
Tom McGrath	Tom McGrath
Kääbik, ehk sinna ja tagasi	O Hobbit
Kääbikud	Hobbit
Merihobuke	Cavalo-marinho
Indiana Jones and the Fate of Atlantis	Indiana Jones and the Fate of Atlantis
Ramul	Varicorhinus
Spermatosoid	Espermatozoide
Suur Türgi sõda	Grande Guerra Turca
Midlandi maakond (Michigan)	Condado de Midland (Michigan)
Bay maakond	Condado de Bay (Michigan)
Veep (seriaal)	Veep
Maailma karikavõistlused suusahüpetes	Copa do Mundo de Salto de Esqui
Dalian	Dalian
Anshan Shi	Anshan (China)
Vereteemant (film)	Diamante de Sangue
Dandong Shi	Dandong
Pax Romana	Pax Romana
Saalomoni Saarte lipp	Bandeira das Ilhas Salomão
Gabriella Windsor	Gabriella Windsor
Delfi	Delfos
Paleosoikum	Paleozoico
Lavamaa	Planalto
Miguel Ángel Asturias	Miguel Ángel Asturias
Isaac Bashevis Singer	Isaac Bashevis Singer
Pierre de Fermat	Pierre de Fermat
406 eKr	406 a.C.
SC Braga	Sporting Clube de Braga
Macintosh	Macintosh
Samuel Morse	Samuel Morse
Pihklased	Peixe-bruxa
Lissaboni Sporting	Sporting Clube de Portugal
Selenge	Rio Selenga
Nikolaus Otto	Nicolaus Otto
Eduard Bernstein	Eduard Bernstein
Michael Maestlin	Michael Maestlin
Luterlus	Luteranismo
Nick Heidfeld	Nick Heidfeld
Norbert Elias	Norbert Elias
Wilhelm Wundt	Wilhelm Wundt
Nico Rosberg	Nico Rosberg
Clara Zetkin	Clara Zetkin
Ralf Schumacher	Ralf Schumacher
Lucius Sergius Catilina	Lúcio Sérgio Catilina
Heinrich Wilhelm Olbers	Heinrich Olbers
Suurajukoor	Córtex cerebral
Friedrich Wilhelm Bessel	Friedrich Wilhelm Bessel
Tarastatud kogukond	Condomínio fechado
Alfred Rosenberg	Alfred Rosenberg
Jorge Videla	Jorge Rafael Videla
Georg Philipp Telemann	Georg Philipp Telemann
Suuraju	Telencéfalo
Rudolf Heß	Rudolf Hess
Arnold Zweig	Arnold Zweig
Karl Liebknecht	Karl Liebknecht
Friedrich Hölderlin	Friedrich Hölderlin
Turkestani ANSV	República Soviética Socialista Autônoma do Turquestão
Tugevuspiir	Resistência à tração
Kreeka-Pärsia sõjad	Guerras Médicas
Kanada kilp	Escudo Canadiano
Kongo Vaba Riik	Estado Livre do Congo
Diego Milito	Diego Milito
Glämmrokk	Glam rock
Salar de Uyuni	Salar de Uyuni
Sukarno	Sukarno
Megawati Soekarnoputri	Megawati Sukarnoputri
Leedu-Valgevene NSV	República Socialista Soviética Lituano-Bielorrussa
Punanihe	Desvio para o vermelho
Paleotseen	Paleoceno
Call of Duty 4	Call of Duty 4: Modern Warfare
Pliotseen	Plioceno
Miotseen	Mioceno
Eotseen	Eoceno
Linask	Tinca tinca
Kääne (astronoomia)	Declinação
Pelée	Monte Pelée
Alfred Wegener	Alfred Wegener
Philipp Melanchthon	Filipe Melâncton
Boris Becker	Boris Becker
Sabine Lisicki	Sabine Lisicki
Friedrich Gottlieb Bartling	Friedrich Gottlieb Bartling
Otto von Habsburg	Oto de Habsburgo-Lorena
Mileva Marić	Mileva Marić
Hans-Georg Gadamer	Hans-Georg Gadamer
Jürgen Habermas	Jürgen Habermas
Carl von Ossietzky	Carl von Ossietzky
Ernst Abbe	Ernst Karl Abbe
Wilhelm Keitel	Wilhelm Keitel
Adam Olearius	Adam Olearius
Hans Zimmer	Hans Zimmer
Regiomontanus	Johannes Müller von Königsberg
Tiir	Sterna
Martin Bormann	Martin Bormann
Sinn Féin	Sinn Féin
Perm (geoloogia)	Permiano
Charles Bukowski	Charles Bukowski
Jakob Michael Reinhold Lenz	Jakob Michael Reinhold Lenz
Georg Cantor	Georg Cantor
Ludwig Feuerbach	Ludwig Feuerbach
Carl Philipp Emanuel Bach	Carl Philipp Emanuel Bach
Carl von Clausewitz	Carl von Clausewitz
Johann Gottfried Galle	Johann Gottfried Galle
Rudolf Virchow	Rudolf Virchow
Eva Braun	Eva Braun
Doppleri efekt	Efeito Doppler
Karl Dönitz	Karl Dönitz
Michael Uhrmann	Michael Uhrmann
Kaheksandsüsteem	Sistema octal
Otto Heinrich Warburg	Otto Heinrich Warburg
August Weismann	August Weismann
Pisaravedelik	Lágrima
Rainer Maria Rilke	Rainer Maria Rilke
Johann Pachelbel	Johann Pachelbel
Paul von Heyse	Paul Johann Ludwig von Heyse
Dzeržinsk	Dzerjinsk
Michael Ende	Michael Ende
Nicolai Hartmann	Nicolai Hartmann
Karl Jaspers	Karl Jaspers
Christian Wolff	Christian Wolff
Alfred Weber	Alfred Weber
Alexander Gottlieb Baumgarten	Alexander Gottlieb Baumgarten
Max Scheler	Max Scheler
Günter Verheugen	Günter Verheugen
Ernst Schumacher	Ernst Friedrich Schumacher
Ernst Glück	Johann Ernst Glück
Ulrike Meinhof	Ulrike Meinhof
Erich Kästner	Erich Kästner
Nico Hülkenberg	Nicolas Hülkenberg
Meister Eckhart	Mestre Eckhart
Christian Gottfried Ehrenberg	Christian Gottfried Ehrenberg
Joseph II	José II, Sacro Imperador Romano-Germânico
Siegbert Tarrasch	Siegbert Tarrasch
Antidepressandid	Antidepressivo
Heinricus Cornelius Agrippa	Heinrich Cornelius Agrippa von Nettesheim
Friedrich Daniel Ernst Schleiermacher	Friedrich Schleiermacher
Georgius Agricola	Georgius Agricola
Kombinatoorika	Combinatória
Emil Erlenmeyer	Emil Erlenmeyer
Vägivallatus	Não violência
Hans von Euler-Chelpin	Hans Karl August Simon von Euler-Chelpin
Gregor Strasser	Gregor Strasser
Felix Klein	Felix Klein
Mathias Rust	Mathias Rust
Frank-Walter Steinmeier	Frank-Walter Steinmeier
Johann Friedrich Herbart	Johann Friedrich Herbart
Ludwig Quidde	Ludwig Quidde
Karl Lagerfeld	Karl Lagerfeld
Claudia Schiffer	Claudia Schiffer
Timo Glock	Timo Glock
Ernst Jünger	Ernst Jünger
Karl VII (Saksa-Rooma keiser)	Carlos Alberto da Baviera
Karl Haushofer	Karl Haushofer
Matthias Jacob Schleiden	Matthias Schleiden
Rudolf Otto	Rudolf Otto
Adolf Dassler	Adolf Dassler
Fabian Gottlieb von Bellingshausen	Fabian Gottlieb Thaddeus von Bellingshausen
Friedrich Ratzel	Friedrich Ratzel
Ferdinand Cohn	Ferdinand Julius Cohn
Friedrich Kellner	Friedrich Kellner
Friedrich August Kekulé	August Kekulé
Adelheid	Adelaide da Itália
Christoph Waltz	Christoph Waltz
Max Horkheimer	Max Horkheimer
Emil Kraepelin	Emil Kraepelin
Aleksandr Ivanov (maalikunstnik)	Alexander Andreyevich Ivanov
Carl Zeiss	Carl Zeiss
Gottfried Böhm	Gottfried Böhm
Ulrich Beck	Ulrich Beck
Georg Simmel	Georg Simmel
Franz Boas	Franz Boas
Baldur von Schirach	Baldur von Schirach
Bruno Bauer	Bruno Bauer
Gustav Fechner	Gustav Theodor Fechner
Sandra Cretu	Sandra Cretu
Petrooleum	Querosene
August von Mackensen	August von Mackensen
Wilhelm Kühne	Wilhelm Kühne
Karl-Theodor zu Guttenberg	Karl-Theodor zu Guttenberg
Veneta laguun	Lagoa de Veneza
Mary (Tecki printsess)	Maria de Teck
Franz Bopp	Franz Bopp
Friisi saared	Ilhas Frísias
Gert Fröbe	Gert Fröbe
Caroline Herschel	Caroline Herschel
Rudolf I (Saksa kuningas)	Rodolfo I da Germânia
Sweet Dreams (täpsustus)	Sweet Dreams
Johann Elert Bode	Johann Elert Bode
Augusta (Saksi-Gotha printsess)	Augusta de Saxe-Gota
Pavel Tšerenkov	Pavel Cherenkov
Sophie Scholl	Sophie Scholl
Rudolf Höß	Rudolf Höß
Agatha Christie bibliograafia	Lista de obras de Agatha Christie
Julius Streicher	Julius Streicher
Anton Drexler	Anton Drexler
Wladimir Köppen	Wladimir Köppen
ATB	ATB
Ernst Thälmann	Ernst Thälmann
Jakob Böhme	Jakob Böhme
Lion Feuchtwanger	Lion Feuchtwanger
Richard Kruspe	Richard Kruspe-Bernstein
Chris Kaman	Chris Kaman
Wilhelm Windelband	Wilhelm Windelband
Dietrich Fischer-Dieskau	Dietrich Fischer-Dieskau
Karl Friedrich Hieronymus von Münchhausen	Barão de Münchhausen
Bert Sakmann	Bert Sakmann
Klaus Mann	Klaus Mann
Karl Jatho	Karl Jatho
Friedrich Ludwig Jahn	Friedrich Ludwig Jahn
Kurt Lewin	Kurt Lewin
Joseph Gerhard Zuccarini	Joseph Gerhard Zuccarini
Erwin Neher	Erwin Neher
Carl Schmitt	Carl Schmitt
Konstantin Fehrenbach	Konstantin Fehrenbach
Christiane Nüsslein-Volhard	Christiane Nüsslein-Volhard
Angelique Kerber	Angelique Kerber
Leopold von Ranke	Leopold von Ranke
Lothar III (Saksa-Rooma keiser)	Lotário II
Sahra Wagenknecht	Sahra Wagenknecht
Otto Grotewohl	Otto Grotewohl
Katharina von Bora	Catarina de Bora
Willem II (Hollandi krahv)	Guilherme II, Conde da Holanda
Johannes Bugenhagen	Johannes Bugenhagen
Regina von Habsburg	Regina de Saxe-Meiningen
Mirko Englich	Mirko Englich
Richard Teichmann	Richard Teichmann
Fritz Höger	Fritz Höger
Alfons Rebane	Alfons Rebane
Oswald Schmiedeberg	Oswald Schmiedeberg
Johann Gottfried Seume	Johann Gottfried Seume
Arthur Moeller van den Bruck	Arthur Moeller van den Bruck
Heinrich Julius	Henrique Júlio de Brunsvique-Luneburgo
Mary Roos	Mary Roos
Radioloogia	Radiologia
Benoît Assou-Ekotto	Benoît Assou-Ekotto
Wilhelm von Humboldt	Wilhelm von Humboldt
Friedrich Heinrich Schur	Friedrich Schur
Oranje Willem	Guilherme I, príncipe de Orange
Ernst Kaltenbrunner	Ernst Kaltenbrunner
Alban Berg	Alban Berg
Richard Kuhn	Richard Kuhn
Rudolf Steiner	Rudolf Steiner
Anna Freud	Anna Freud
Robert Musil	Robert Musil
Alfred Hermann Fried	Alfred Hermann Fried
Niki Lauda	Niki Lauda
Stefan Zweig	Stefan Zweig
Tomáš Masaryk	Tomáš Masaryk
Valarid	Valar (Tolkien)
Arthur Koestler	Arthur Koestler
Konrad Lorenz	Konrad Lorenz
Paul Feyerabend	Paul Feyerabend
Alexander Wurz	Alexander Wurz
Alois Hitler	Alois Hitler
Gerhard Berger	Gerhard Berger
Hermann Oberth	Hermann Oberth
Peter Lorre	Peter Lorre
Ingeborg Bachmann	Ingeborg Bachmann
Manwë	Manwë
Gustav Meyrink	Gustav Meyrink
Karl Habsburg-Lothringen	Carlos de Habsburgo-Lorena
Anna Netrebko	Anna Netrebko
Christina Stürmer	Christina Stürmer
Ulmo	Ulmo
Alexander von Zemlinsky	Alexander von Zemlinsky
Richard Nikolaus von Coudenhove-Kalergi	Richard Nikolaus Graf Coudenhove-Kalergi
Otto Neurath	Otto Neurath
Othenio Abel	Othenio Abel
Renate Götschl	Renate Götschl
Marlies Schild	Marlies Schild
Benita Ferrero-Waldner	Benita Ferrero-Waldner
Nicole Hosp	Nicole Hosp
Michael Walchhofer	Michael Walchhofer
Alexius Meinong	Alexius Meinong
Stephan Endlicher	Stephan Ladislaus Endlicher
Adolf Schmal	Adolf Schmal
Waris Dirie	Waris Dirie
Alfred Hrdlicka	Alfred Hrdlicka
Leopold Vietoris	Leopold Vietoris
Jenissei	Rio Ienissei
Hans Swarowsky	Hans Swarowsky
Ferdinand Anton Ernst Porsche	Ferdinand Anton Ernst Porsche
Jana	Rio Yana
Alexander van der Bellen	Alexander van der Bellen
August Kubizek	August Kubizek
Kolõma jõgi	Rio Kolyma
Üheidulehelised	Monocotiledónea
Peloponnesos	Peloponeso
Elektronegatiivsus	Eletronegatividade
Ferdinand von Saar	Ferdinand von Saar
San Luis Potosí osariik	San Luis Potosí (estado)
Andreas Frühwirth	Andreas Früwirth
Elektrikitarr	Guitarra elétrica
Napoleoni sõjad	Guerras Napoleónicas
Pieter Zeeman	Pieter Zeeman
Tänav	Rua
Walter Scott	Walter Scott
Mike Tyson	Mike Tyson
Ämblikmees	Homem-Aranha
Ametüst	Ametista
Kambrium	Cambriano
Kama jõgi	Rio Kama
Giuliano Razzoli	Giuliano Razzoli
Türnpuu (perekond)	Rhamnus
Vatikani lipp	Bandeira do Vaticano
Triptühhon	Tríptico
Uraniborg	Uranienborg
Eslöv	Eslöv
Fort Yukon	Fort Yukon
Antikehad	Imunoglobulina
Keemiline aine	Substância
Chrome OS	Google Chrome OS
Fort Smith	Fort Smith (Arkansas)
Tuscaloosa	Tuscaloosa (Alabama)
Tsüklon	Ciclone
Fairbanks	Fairbanks
Universaalne mobiilsidesüsteem	Universal Mobile Telecommunications System
Kolmanda põlvkonna mobiilside	3G
4G	4G
LTE	Long Term Evolution
GPRS	Serviço de Rádio de Pacote Geral
Keskmaa	Terra Média
Γ-butürolaktoon	Gama-butirolactona
Küünal	Vela
1230. aastad	Década de 1230
Oligarhia	Oligarquia
Querétaro	Querétaro (estado)
Baromeeter	Barómetro
John Milton	John Milton
Vikipeedia:Eeskujulike artiklite kandidaadid	Wikipédia:Escolha do artigo em destaque
Liikumine	Movimento
Sõbrad	Friends
Elektrokardiogramm	Eletrocardiograma
Friedrich I Barbarossa	Frederico I da Germânia
Rekonkista	Reconquista
Leetrid	Sarampo
Punahirv	Cervus elaphus
273 eKr	273 a.C.
930. aastad	Década de 930
Armeenlased	Armênios
Masintõlge	Tradução automática
Argentina jalgpallikoondis	Seleção Argentina de Futebol
Merisiga	Porquinho-da-índia
Sitka	Sitka
Constanța	Constança (Romênia)
Kanep	Cannabis
Yuma	Yuma (Arizona)
1390. aastad	Década de 1390
Adam Mickiewicz	Adam Mickiewicz
Päikesetuul	Vento solar
Akordion	Acordeão
Flagstaff	Flagstaff
Southampton	Southampton
Palmer	Palmer (Alasca)
Ekliptika	Eclíptica
Nõukogude Liidu Kommunistlik Partei	Partido Comunista da União Soviética
2014. aasta jalgpalli maailmameistrivõistlused	Copa do Mundo FIFA de 2014
Huntsville	Huntsville (Alabama)
Michoacán	Michoacán
Tshinvali	Tskhinval
Birmingham (Alabama)	Birmingham (Alabama)
Prantsusmaa monarhide loend	Lista de monarcas da França
Afganistani lipp	Bandeira do Afeganistão
Mobile	Mobile (Alabama)
Isis	Ísis
Debrecen	Debrecen
Hormuzi väin	Estreito de Ormuz
Soome-ugri keeled	Línguas fino-úgricas
Braille kiri	Braille
Võimude lahusus	Teoria da separação dos poderes
Morse	Código Morse
Tsütoplasma	Citoplasma
Jerome David Salinger	J. D. Salinger
Vene kodusõda	Guerra Civil Russa
Valitsusväline organisatsioon	Organização não governamental
Jäälind	Guarda-rios-comum
Durango osariik	Durango
Nayarit	Nayarit
1130. aastad	Década de 1130
Puebla osariik	Puebla (estado)
Tumeaine	Matéria escura
Endoplasmaatiline retiikulum	Retículo endoplasmático
Akne	Acne
Õietolm	Pólen
Route 66	U.S. Route 66
Page (Arizona)	Page (Arizona)
271 eKr	271 a.C.
Omaani laht	Golfo de Omã
Vikipeedia:Usaldusväärsuse tagamine	Wikipédia:Verificabilidade
Aguascalientese osariik	Aguascalientes (estado)
Wasilla	Wasilla
Lunastaja Kristuse kuju	Cristo Redentor
Kuldhord	Canato da Horda Dourada
2011. aasta terrorirünnakud Norras	Atentados de 22 de julho de 2011 na Noruega
Emma Goldman	Emma Goldman
James I (Inglismaa)	Jaime VI da Escócia e I de Inglaterra
1360. aastad	Década de 1360
1270. aastad	Década de 1270
José Mourinho	José Mourinho
Ethernet	Ethernet
Christchurch	Christchurch
Osoonikiht	Ozonosfera
Nome	Nome (Alasca)
Uranos	Urano (mitologia)
Sõnajalgtaimed	Samambaia
Programmeerimine	Programação de computadores
Tamaulipas	Tamaulipas
Chiba prefektuur	Chiba
Kontrabass	Contrabaixo
Daugavpils	Daugavpils
Pomelipuu	Pomelo
Erosioon	Erosão
Aleksander I (paavst)	Papa Alexandre I
Armeenlaste genotsiid	Genocídio armênio
Amasya provints	Amásia (província)
Ruti raamat	Livro de Rute
Kasahhid	Cazaques
Tšekk	Cheque
Põgenemine (seriaal)	Prison Break
Charlize Theron	Charlize Theron
Al Capone	Al Capone
Sonett	Soneto
Nobeli füsioloogia- või meditsiiniauhind	Laureados com o Nobel de Fisiologia ou Medicina
Elias Canetti	Elias Canetti
Eristiivalised	Libélula
Megan Fox	Megan Fox
Sümbol	Símbolo
Babsk	Babsk
Harilik aaloe	Babosa
Humanitaarteadused	Humanidades
Integraal	Integral
Kenzaburō Ōe	Kenzaburo Oe
Kanada lipp	Bandeira do Canadá
Ekspressionism	Expressionismo
Krevetilised	Caridea
Nürnbergi protsess	Julgamentos de Nuremberg
Pokker	Pôquer
Dmitri Šostakovitš	Dmitri Shostakovich
