Aprika	África
Columbia, South Carolina	Colúmbia (Carolina do Sul)
Xena: Warrior Princess	Xena: Warrior Princess
1000000 (bilang)	Milhão
Adana	Adana
Santa Fe, New Mexico	Santa Fé (Novo México)
14 (bilang)	Catorze
Dinggo	Dingo
Devanāgarī	Devanágari
Kagat ng aso	Ataque de cão
Pakwan	Melancia
Look ng Bengala	Golfo de Bengala
Pagluluto	Cozedura
15 (bilang)	Quinze
18 (bilang)	Dezoito
Mulino	Moinho de vento
Helena, Montana	Helena (Montana)
Bertolt Brecht	Bertolt Brecht
Eskalang sismolohikong Richter	Escala de Richter
Unibersidad ng Biobío	Universidade do Bío-Bío
Labanan sa Stalingrad	Batalha de Stalingrado
Hamas	Hamas
Suva	Suva
Ruhollah Khomeini	Ruhollah Khomeini
Nukualofa	Nuku'alofa
Balanoy	Manjericão-de-folha-larga
Laser	Laser
Prusya	Prússia
Dagat Tireno	Mar Tirreno
Saplad ng Aswan	Represa de Assuã
.cn	.cn
.ee	.ee
Balita	Notícia
Lagnat	Febre
4 BC	4 a.C.
Teide	Teide
Vorarlberg	Vorarlberg
Tony Tan Keng Yam	Tony Tan Keng Yam
Talatuntunan ng Kaunlaran ng Tao	Índice de Desenvolvimento Humano
.ao	.ao
Emperador	Imperador
Bornasco	Bornasco
Comerio	Comerio
.bg	.bg
Ceretto Lomellina	Ceretto Lomellina
Cardano al Campo	Cardano al Campo
The Fairly OddParents	The Fairly OddParents
Gemonio	Gemonio
Cheyenne, Wyoming	Cheyenne (Wyoming)
Bagnaria	Bagnaria
Crosio della Valle	Crosio della Valle
Bastida Pancarana	Bastida Pancarana
Nakahilig na Tore ng Pisa	Torre de Pisa
Montagna in Valtellina	Montagna in Valtellina
Pedesina	Pedesina
Panghilagang Hemispero	Hemisfério norte
Postalesio	Postalesio
Andalo Valtellino	Andalo Valtellino
Mikroekonomiya	Microeconomia
Pizzale	Pizzale
Mazzo di Valtellina	Mazzo di Valtellina
100 BK	100 a.C.
Montesegale	Montesegale
Piantedo	Piantedo
Arena Po	Arena Po
Renminbi	Renminbi
Mornago	Mornago
Montegrino Valtravaglia	Montegrino Valtravaglia
Olevano di Lomellina	Olevano di Lomellina
Osmate	Osmate
Gambarana	Gambarana
.jp	.jp
Colorina	Colorina
Vizzola Ticino	Vizzola Ticino
.bd	.bd
Castello dell'Acqua	Castello dell'Acqua
.it	.it
Brezzo di Bedero	Brezzo di Bedero
Pieve Albignola	Pieve Albignola
Cedrasco	Cedrasco
8 BC	8 a.C.
Cocquio-Trevisago	Cocquio-Trevisago
Puwerto Espanya	Port of Spain
Casanova Lonati	Casanova Lonati
Nicorvo	Nicorvo
Cornale	Cornale
Bohemya	Boémia
Fortunago	Fortunago
Tartano	Tartano
Cogliate	Cogliate
John Steinbeck	John Steinbeck
Porto Ceresio	Porto Ceresio
.in	.in
Castelnovetto	Castelnovetto
Rabies	Raiva (doença)
Ronco Briantino	Ronco Briantino
Bundok Fuji	Monte Fuji
Castelletto di Branduzzo	Castelletto di Branduzzo
Cergnago	Cergnago
Richard Feynman	Richard Feynman
Veddasca	Veddasca
Cornate d'Adda	Cornate d'Adda
Recep Tayyip Erdoğan	Recep Tayyip Erdoğan
Sernio	Sernio
Montalto Pavese	Montalto Pavese
Bubuwit	Mus
Codevilla	Codevilla
Torre di Santa Maria	Torre di Santa Maria
Entomolohiya	Entomologia
Verceia	Verceia
Borgo San Siro	Borgo San Siro
Bolyum	Volume
Campodolcino	Campodolcino
Misinto	Misinto
Mercallo	Mercallo
San Giacomo Filippo	San Giacomo Filippo
Cremenaga	Cremenaga
Ponte in Valtellina	Ponte in Valtellina
Lanzada	Lanzada
Gorla Minore	Gorla Minore
Triuggio	Triuggio
Kahel (kulay)	Laranja (cor)
Carnago	Carnago
Cunardo	Cunardo
Delebio	Delebio
Besnate	Besnate
Fagnano Olona	Fagnano Olona
Bellusco	Bellusco
Silvano Pietra	Silvano Pietra
.ie	.ie
Buglio in Monte	Buglio in Monte
Gordona	Gordona
Sovico	Sovico
Palakol	Machado
Borgarello	Borgarello
Gorla Maggiore	Gorla Maggiore
Barlassina	Barlassina
Sochi	Sóchi
Briosco	Briosco
Jerago con Orago	Jerago con Orago
Lonate Pozzolo	Lonate Pozzolo
Valfurva	Valfurva
Traona	Traona
Anchorage, Alaska	Anchorage (Alasca)
Cavenago di Brianza	Cavenago di Brianza
Candia Lomellina	Candia Lomellina
Pol Pot	Pol Pot
Cuveglio	Cuveglio
Biassono	Biassono
Berbenno di Valtellina	Berbenno di Valtellina
Brebbia	Brebbia
Arcisate	Arcisate
Cantello	Cantello
Villa di Chiavenna	Villa di Chiavenna
Bodio Lomnago	Bodio Lomnago
Artemis	Ártemis
Castello Cabiaglio	Castello Cabiaglio
Casciago	Casciago
.dk	.dk
Orino (VA)	Orino
Perarolo di Cadore	Perarolo di Cadore
Brinzio	Brinzio
Lozza	Lozza
Ospitale di Cadore	Ospitale di Cadore
Bluetooth	Bluetooth
Veduggio con Colzano	Veduggio con Colzano
.bb	.bb
Torrevecchia Pia	Torrevecchia Pia
Battuda	Battuda
Kasangkapan	Ferramenta
Piuro	Piuro
Laveno-Mombello	Laveno-Mombello
Concorezzo	Concorezzo
Landriano	Landriano
Gasolina	Gasolina
Burbank, California	Burbank (Califórnia)
Michael Phelps	Michael Phelps
My Neighbor Totoro	Tonari no Totoro
Sulidlawas	Mitocôndria
Ptolomeo II Philadelphus	Ptolemeu II Filadelfo
.ca	.ca
Tolomeo XV Caesarion	Ptolemeu XV
Look	Baía
Christiaan Huygens	Christiaan Huygens
Antoine Lavoisier	Antoine Lavoisier
Sementeryo	Cemitério
Ali ibn Abi Talib	Ali
Solbiate Arno	Solbiate Arno
Sulbiate	Sulbiate
Karibu	Rena
Cuvio	Cuvio
Ferno	Ferno
Cairate	Cairate
Burago di Molgora	Burago di Molgora
Nicolas Appert	Nicolas Appert
Daverio	Daverio
Gerenzano	Gerenzano
Semantika	Semântica
Venegono Superiore	Venegono Superiore
Cugliate-Fabiasco	Cugliate-Fabiasco
.co	.co
.ba	.ba
Zeccone	Zeccone
Castello d'Agogna	Castello d'Agogna
Penélope Cruz	Penélope Cruz
Torre d'Isola	Torre d'Isola
Vistarino	Vistarino
Trovo	Trovo
Magherno	Magherno
.ch	.ch
Makroekonomiya	Macroeconomia
4Minute	4Minute
Zoldo Alto	Zoldo Alto
14 BC	14 a.C.
Copiano	Copiano
Villanova d'Ardenghi	Villanova d'Ardenghi
Alkimiya	Alquimia
Voltago Agordino	Voltago Agordino
Gerenzago	Gerenzago
27 BC	27 a.C.
Gambolò	Gambolò
Genzone	Genzone
Mello	Mello
Verretto	Verretto
Sant'Angelo Lomellina	Sant'Angelo Lomellina
Des Moines, Ayowa	Des Moines
Castelseprio	Castelseprio
Parola	Farol
Valle di Cadore	Valle di Cadore
Villa di Tirano	Villa di Tirano
The Rescuers	The Rescuers
Vallada Agordina	Vallada Agordina
San Zenone al Po	San Zenone al Po
Mga estadong Baltiko	Países Bálticos
Cilavegna	Cilavegna
Torricella Verzate	Torricella Verzate
Laoag	Laoag
Aconcagua	Aconcágua
Zenevredo	Zenevredo
Vigo di Cadore	Vigo di Cadore
Linarolo	Linarolo
Gropello Cairoli	Gropello Cairoli
Santa Margherita di Staffora	Santa Margherita di Staffora
Santa Cristina e Bissone	Santa Cristina e Bissone
Torrazza Coste	Torrazza Coste
Piraso ng Gaza	Faixa de Gaza
Lentate sul Seveso	Lentate sul Seveso
Brenta (VA)	Brenta
Mese, Italy	Mese
Marzio	Marzio
.be	.be
Dazio	Dazio
Taino (VA)	Taino
Lozzo di Cadore	Lozzo di Cadore
Tansong dilaw	Latão
Mel, Veneto	Mel (Itália)
Falcade	Falcade
19 BC	19 a.C.
Marzano	Marzano
Sangiano	Sangiano
Jack Nicholson	Jack Nicholson
Teglio	Teglio
Borgo Priolo	Borgo Priolo
Brallo di Pregola	Brallo di Pregola
Grantola	Grantola
Vervio	Vervio
Casalzuigno	Casalzuigno
Tovo di Sant'Agata	Tovo di Sant'Agata
Pamimili	Marketing
Corana	Corana
Lovero	Lovero
Lambak	Vale
Cigognola	Cigognola
Tronzano Lago Maggiore	Tronzano Lago Maggiore
3 BC	3 a.C.
Bardello	Bardello
Ceranova	Ceranova
Faedo Valtellino	Faedo Valtellino
Cervesina	Cervesina
Badia Pavese	Badia Pavese
Corvino San Quirico	Corvino San Quirico
Mikroorganismo	Micro-organismo
Bianzone	Bianzone
Camparada	Camparada
Averroes	Averróis
Lonate Ceppino	Lonate Ceppino
Valeggio (PV)	Valeggio
Cadegliano-Viconago	Cadegliano-Viconago
Radio Studio 54 Network	Rádio Studio 54 Network
Caravate	Caravate
Godiasco	Godiasco
Marnate	Marnate
Ranco, Italy	Ranco
Marchirolo	Marchirolo
Robbio	Robbio
19 (bilang)	Dezanove
Masciago Primo	Masciago Primo
Agra, Italy	Agra (Varese)
Ruino	Ruino
Alleghe	Alleghe
Oliva Gessi	Oliva Gessi
Pancarana	Pancarana
Porto Valtravaglia	Porto Valtravaglia
Layang-layang	Andorinha
Menarola	Menarola
Retorbido	Retorbido
Pentekostes	Pentecostes
Monticelli Pavese	Monticelli Pavese
Albonese	Albonese
.by	.by
Mezzago	Mezzago
.fj	.fj
Pietra de' Giorgi	Pietra de' Giorgi
Albuzzano	Albuzzano
.cl	.cl
Mesenzana	Mesenzana
Parona	Parona
.br	.br
Monvalle	Monvalle
Clivio	Clivio
.is	.is
Alano di Piave	Alano di Piave
Agordo	Agordo
.lt	.lt
Albosaggia	Albosaggia
Mezzana Bigli	Mezzana Bigli
.bz	.bz
Rasura	Rasura
Ardenno	Ardenno
.cg	.cg
Mornico Losana	Mornico Losana
Rognano	Rognano
Azzio	Azzio
Usmate Velate	Usmate Velate
Chiuro	Chiuro
Montecalvo Versiggia	Montecalvo Versiggia
Saltrio	Saltrio
Inverno e Monteleone	Inverno e Monteleone
Almendras	Amendoeira
Busnago	Busnago
Besozzo	Besozzo
Vedano Olona	Vedano Olona
Cadrezzate	Cadrezzate
Castronno	Castronno
Ebanghelyo ni Lucas	Evangelho segundo Lucas
Veda	Vedas
.pt	.pt
58 BC	58 a.C.
2156 Kate	2156 Kate
2157 Ashbrook	2157 Ashbrook
Gela	Gela
Ed Lauter	Ed Lauter
Cesano Maderno	Cesano Maderno
Voghera	Voghera
Brugherio	Brugherio
Tolomeo XII	Ptolemeu XII Neos Dionisos
.bh	.bh
.bt	.bt
Lalawigan ng Concepción, Tsile	Concepción (província do Chile)
52 BC	52 a.C.
Sylvester Stallone	Sylvester Stallone
Breme	Breme
Cesiomaggiore	Cesiomaggiore
Tromello	Tromello
Lomello	Lomello
Scaldasole	Scaldasole
Zerbolò	Zerbolò
Inumin	Bebida
Caponago	Caponago
San Giorgio di Lomellina	San Giorgio di Lomellina
Pagpoprograma ng kompyuter	Programa de computador
Ilog ng Hordan	Rio Jordão
Blythe Danner	Blythe Danner
Sartirana Lomellina	Sartirana Lomellina
6 BC	6 a.C.
Candy Clark	Candy Clark
Takashi Shimura	Takashi Shimura
34 BC	34 a.C.
Dalampasigan	Praia
Quero	Quero (Itália)
Vas, Veneto	Vas (Itália)
Morbegno	Morbegno
Will Smith	Will Smith
Rivanazzano	Rivanazzano
Ajaccio	Ajaccio
Valdidentro	Valdidentro
Solbiate Olona	Solbiate Olona
Elipso	Elipse
17 (bilang)	17 (número)
Luino	Luino
Gerola Alta	Gerola Alta
Chiavenna	Chiavenna
Pino sulla Sponda del Lago Maggiore	Pino sulla Sponda del Lago Maggiore
59 BC	59 a.C.
Comelico Superiore	Comelico Superiore
Janeane Garofalo	Janeane Garofalo
Domegge di Cadore	Domegge di Cadore
57 BC	57 a.C.
Tambre	Tambre
Pugita	Polvo
Auronzo di Cadore	Auronzo di Cadore
Livinallongo del Col di Lana	Livinallongo del Col di Lana
Mitsubishi A6M Zero	Mitsubishi A6M Zero
Nova Milanese	Nova Milanese
Longarone	Longarone
Dalawit	Alavanca
Sondalo	Sondalo
Fonzaso	Fonzaso
Neandertal	Homem-de-neandertal
Buguggiate	Buguggiate
Gavirate	Gavirate
Vodo di Cadore	Vodo di Cadore
Novate Mezzola	Novate Mezzola
Banal na Komedya	Divina Comédia
Azzate	Azzate
Soverzene	Soverzene
Hobart	Hobart
Sovramonte	Sovramonte
Mazatlán	Mazatlán
Cazzago Brabbia	Cazzago Brabbia
Puos d'Alpago	Puos d'Alpago
Cassano Magnago	Cassano Magnago
Paleolitiko	Paleolítico
La Valle Agordina	La Valle Agordina
William Butler Yeats	William Butler Yeats
Castellavazzo	Castellavazzo
Sappada	Sappada
Canale d'Agordo	Canale d'Agordo
Susie Essman	Susie Essman
Karl Benz	Karl Benz
Redavalle	Redavalle
Albaredo Arnaboldi	Albaredo Arnaboldi
Induno Olona	Induno Olona
Halalan	Eleição
Lalawigan ng Antalya	Antália (província)
16 (bilang)	Dezasseis
Nukleyus ng selula	Núcleo celular
Portalbera	Portalbera
Castiglione Olona	Castiglione Olona
Multiplikasyon	Multiplicação
Valdisotto	Valdisotto
Venegono Inferiore	Venegono Inferiore
Chiesa in Valmalenco	Chiesa in Valmalenco
Correzzana	Correzzana
Bagong Ginea	Nova Guiné
Travedona-Monate	Travedona-Monate
Caspoggio	Caspoggio
20 (bilang)	Vinte
Varano Borghi	Varano Borghi
Ispra	Ispra
The Fox and the Hound	The Fox and the Hound (filme)
Vergiate	Vergiate
Castana (Italy)	Castana
Ang Mga Gawa ng mga Apostol	Atos dos Apóstolos
Caronno Varesino	Caronno Varesino
Sedico	Sedico
Biyernes Santo	Sexta-Feira Santa
Casorate Primo	Casorate Primo
Limana	Limana
.md	.md
Cura Carpignano	Cura Carpignano
Pinarolo Po	Pinarolo Po
.ci	.ci
Gravellona Lomellina	Gravellona Lomellina
Giussago	Giussago
.an	.an
Cava Manara	Cava Manara
Joliet, Illinois	Joliet (Illinois)
Corteolona	Corteolona
Norman, Oklahoma	Norman (Oklahoma)
Abogado	Advogado
Vellezzo Bellini	Vellezzo Bellini
Demokratikong Republika ng Arabong Sahrawi	República Árabe Saaraui Democrática
.et	.et
Vidigulfo	Vidigulfo
Confienza	Confienza
.tv	.tv
Origgio	Origgio
Siziano	Siziano
.eg	.eg
Barbianello	Barbianello
Sommo	Sommo
5 BC	5 a.C.
Limbiate	Limbiate
Tisyu	Tecido
23 BC	23 a.C.
Farra d'Alpago	Farra d'Alpago
Desio	Desio
Lorenzago di Cadore	Lorenzago di Cadore
.fm	.fm
Sant'Alessio con Vialone	Sant'Alessio con Vialone
Bahia	Bahia
Buffalo, New York	Buffalo
.se	.se
Mantello	Mantello
.ax	.ax
Ternate, Lombardy	Ternate
A (kana)	A (kana)
Zinasco	Zinasco
.cy	.cy
I (kana)	I (kana)
Agence France-Presse	Agence France-Presse
.il	.il
Trichiana	Trichiana
Forno di Zoldo	Forno di Zoldo
U (kana)	U (kana)
Varzi	Varzi
Joan Crawford	Joan Crawford
Tala ng mga papa ng Simbahang Katoliko Romano	Lista dos papas
Ferrera di Varese	Ferrera di Varese
Belgioioso, Italy	Belgioioso
Pervez Musharraf	Pervez Musharraf
Carnate	Carnate
Besana in Brianza	Besana in Brianza
Jim Carrey	Jim Carrey
Maccagno	Maccagno
Spessa	Spessa
.bo	.bo
Samolaco	Samolaco
.bs	.bs
Bormio	Bormio
Julia Roberts	Julia Roberts
Pánfilo de Narváez	Pánfilo de Narváez
Rancio Valcuvia	Rancio Valcuvia
Miradolo Terme	Miradolo Terme
Pieve Porto Morone	Pieve Porto Morone
John Wayne	John Wayne
Roncello	Roncello
Agrate Brianza	Agrate Brianza
Sodyak	Zodíaco
Montù Beccaria	Montù Beccaria
Lalawigan ng Adana	Adana (província)
Ottobiano	Ottobiano
Brusimpiano	Brusimpiano
Heath Ledger	Heath Ledger
Lot (Bibliya)	Ló
Lisa Gerrard	Lisa Gerrard
Lissone	Lissone
30 Seconds to Mars	30 Seconds to Mars
Somma Lombardo	Somma Lombardo
Manipestong Komunista	Manifesto Comunista
Casteggio	Casteggio
Posil	Fóssil
.kz	.kz
Ankylosaurus	Anquilossauro
.hu	.hu
Tacloban	Tacloban
Albiate	Albiate
Aicurzio	Aicurzio
Macherio	Macherio
Morazzone	Morazzone
Cristina Fernández de Kirchner	Cristina Kirchner
Grosio	Grosio
.ua	.ua
Leggiuno	Leggiuno
Villasanta	Villasanta
Dubino	Dubino
San Juan Bautista	João Batista
Montebello della Battaglia	Montebello della Battaglia
Sumirago	Sumirago
Mezzanino	Mezzanino (Lombardia)
.cd	.cd
Uboldo	Uboldo
Certosa di Pavia (PV)	Certosa di Pavia
Rosasco	Rosasco
.ge	.ge
Bovisio-Masciago	Bovisio-Masciago
.ai	.ai
Forcola	Forcola
.cm	.cm
Sesto Calende	Sesto Calende
Spriana	Spriana
Paulínia	Paulínia
Bastida de' Dossi	Bastida de' Dossi
Valle Salimbene	Valle Salimbene
Jennifer Lopez	Jennifer Lopez
Curiglia con Monteviasco	Curiglia con Monteviasco
Lirio	Lirio
Mezzana Rabattone	Mezzana Rabattone
Luvinate	Luvinate
Demeter	Deméter
Robecco Pavese	Robecco Pavese
Campospinoso	Campospinoso
Langosco	Langosco
Pierre, South Dakota	Pierre (Dakota do Sul)
Canneto Pavese	Canneto Pavese
Bosnasco	Bosnasco
Pagbabawas	Subtração
Golferenzo	Golferenzo
Inarzo	Inarzo
Buto ng halaman	Semente
Fusine	Fusine
Valganna	Valganna
65 BC	65 a.C.
Duno	Duno
Konsulado	Cônsul
Zoppè di Cadore	Zoppè di Cadore
Gazzada Schianno	Gazzada Schianno
Nicholas II ng Rusya	Nicolau II da Rússia
Cercino	Cercino
Santo Stefano di Cadore	Santo Stefano di Cadore
Selva di Cadore	Selva di Cadore
Sospirolo	Sospirolo
Seren del Grappa	Seren del Grappa
Borca di Cadore	Borca di Cadore
Brachyura	Caranguejo
Galliate Lombardo	Galliate Lombardo
Pedavena	Pedavena
God Save the Queen	God Save the Queen
Cuasso al Monte	Cuasso al Monte
Besano	Besano
Seregno	Seregno
Varedo	Varedo
Angera	Angera
Cozzo	Cozzo
Caronno Pertusella	Caronno Pertusella
Samarate	Samarate
Bascapè	Bascapè
Komedya	Comédia
Vigevano	Vigevano
29 BC	29 a.C.
Ferrera Erbognone	Ferrera Erbognone
Bereguardo	Bereguardo
Krus (sagisag)	Cruz
Tenerife	Tenerife
Gunting	Tesoura
Garlasco	Garlasco
Edward Jenner	Edward Jenner
Castione Andevenno	Castione Andevenno
Gallarate	Gallarate
Bressana Bottarone	Bressana Bottarone
Comabbio	Comabbio
Chies d'Alpago	Chies d'Alpago
Colle Santa Lucia	Colle Santa Lucia
Saronno	Saronno
Biandronno	Biandronno
Ulap na Oort	Nuvem de Oort
Giussano	Giussano
Lason	Veneno
Tirano	Tirano (Itália)
Seveso	Seveso
53 BC	53 a.C.
Livigno	Livigno
90 BK	90 a.C.
Frascarolo	Frascarolo
Cislago	Cislago
Golasecca	Golasecca
Talamona	Talamona
Lungsod ng Carson, Nebada	Carson City
Casorate Sempione	Casorate Sempione
Grosotto	Grosotto
Anna Maria Jopek	Anna Maria Jopek
Bisuschio	Bisuschio
Dorno	Dorno
Dumbo	Dumbo
Gornate-Olona	Gornate-Olona
Verano Brianza	Verano Brianza
Vedano al Lambro	Vedano al Lambro
Germignaga	Germignaga
Ares	Ares
Val Masino	Val Masino
Castelveccana	Castelveccana
Werner Heisenberg	Werner Heisenberg
Bernareggio	Bernareggio
Carate Brianza	Carate Brianza
Casei Gerola	Casei Gerola
Casale Litta	Casale Litta
Casatisma	Casatisma
Bedero Valcuvia	Bedero Valcuvia
Frank Sinatra	Frank Sinatra
Caiolo	Caiolo
Cencenighe Agordino	Cencenighe Agordino
7 BC	7 a.C.
Val di Nizza	Val di Nizza
Cassano Valcuvia	Cassano Valcuvia
9 BC	9 a.C.
Danta di Cadore	Danta di Cadore
Carbonara al Ticino	Carbonara al Ticino
Honiara	Honiara
Gosaldo	Gosaldo
Torre Beretti e Castellaro	Torre Beretti e Castellaro
Lardirago	Lardirago
Sannazzaro de' Burgondi	Sannazzaro de' Burgondi
Brissago-Valtravaglia	Brissago-Valtravaglia
San Cipriano Po	San Cipriano Po
Nefertiti	Nefertiti
Madesimo	Madesimo
Torre de' Negri	Torre de' Negri
Eva Perón	Eva Perón
San Damiano al Colle	San Damiano al Colle
Zerbo	Zerbo
PH	PH
Zeme, Italy	Zeme
Zavattarello	Zavattarello
Esquilo	Ésquilo
Lungavilla	Lungavilla
Lamon	Lamon
Cavaria con Premezzo	Cavaria con Premezzo
Trivolzio	Trivolzio
Torre d'Arese	Torre d'Arese
Daniel Defoe	Daniel Defoe
Cibiana di Cadore	Cibiana di Cadore
Chignolo Po	Chignolo Po
Digmaang Mapanghimagsik sa Amerika	Guerra da Independência dos Estados Unidos
Valle Lomellina	Valle Lomellina
Bema (SO)	Bema (Lombardia)
Lentiai	Lentiai
Dasal	Oração
Brunello (VA)	Brunello
Lesmo	Lesmo
Anhui	Anhui
Costa de' Nobili	Costa de' Nobili
Broni	Broni
32 BC	32 a.C.
Albaredo per San Marco	Albaredo per San Marco
Albizzate	Albizzate
Rogolo	Rogolo
Romagnese	Romagnese
Civo	Civo
91 BC	91 a.C.
Alagna	Alagna
Pandaigdigang Lupong Olimpiko	Comité Olímpico Internacional
.cr	.cr
.mx	.mx
Renate	Renate (Itália)
Prata Camportaccio	Prata Camportaccio
Tradate	Tradate
Marcignago	Marcignago
.bw	.bw
Rocca Susella	Rocca Susella
Menconico	Menconico
Odobenus rosmarus	Morsa
Roncaro	Roncaro
Poggiridenti	Poggiridenti
Ponolohiya	Fonologia
Oggiona con Santo Stefano	Oggiona con Santo Stefano
Piateda	Piateda
.do	.do
Palestro	Palestro
Arcore	Arcore
.cu	.cu
.hr	.hr
Ornago	Ornago
Pieve d'Alpago	Pieve d'Alpago
Rovescala	Rovescala
.dj	.dj
Ponte nelle Alpi	Ponte nelle Alpi
Pieve del Cairo	Pieve del Cairo
.aq	.aq
Taibon Agordino	Taibon Agordino
San Pietro di Cadore	San Pietro di Cadore
.er	.er
Arsiè	Arsiè
Calalzo di Cadore	Calalzo di Cadore
.cv	.cv
San Vito di Cadore	Santa Giustina
.hn	.hn
San Martino Siccomario	San Martino Siccomario
Valverde (PV)	Valverde (Pavia)
.bm	.bm
San Genesio ed Uniti	San Genesio ed Uniti
Santa Maria della Versa	Santa Maria della Versa
.dm	.dm
.lk	.lk
.dz	.dz
Aprica	Aprica
Viggiù	Viggiù
Malgesso	Malgesso
Mede (Italy)	Mede
Bregano	Bregano
.kh	.kh
Semiana	Semiana
Cecima	Cecima
Orangutan	Orangotango
Borgoratto Mormorolo	Borgoratto Mormorolo
Dumenza	Dumenza
Epimeteo	Epimeteu
Noo	Testa
Cittiglio	Cittiglio
Topeka, Kansas	Topeka
Galliavola	Galliavola
Cosio Valtellino	Cosio Valtellino
.no	.no
Ceriano Laghetto	Ceriano Laghetto
Malnate	Malnate
Mga Salmo	Livro de Salmos
Pieve di Cadore	Pieve di Cadore
Lazzate	Lazzate
Tresivio	Tresivio
Mariah Carey	Mariah Carey
Lavena Ponte Tresa	Lavena Ponte Tresa
Ponte Nizza	Ponte Nizza
Monggolyang Interyor	Mongólia Interior
Montescano	Montescano
Cassolnovo	Cassolnovo
Filighera	Filighera
Sipilis	Sífilis
Raleigh, North Carolina	Raleigh (Carolina do Norte)
Cino	Cino
Villanterio	Villanterio
.gg	.gg
Verrua Po	Verrua Po
Suardi	Suardi
Travacò Siccomario	Travacò Siccomario
.bj	.bj
Arsago Seprio	Arsago Seprio
.id	.id
.tr	.tr
Kumagaya, Saitama	Kumagaya
.eu	.eu
.ht	.ht
Schizophrenia	Esquizofrenia
.ec	.ec
Muggiò	Muggiò
Poseidon	Posídon
Asiria	Assíria
84 BK	84 a.C.
Jane Fonda	Jane Fonda
48 BC	48 a.C.
26 BC	26 a.C.
70 BC	70 a.C.
55 BC	55 a.C.
11 BC	11 a.C.
Cortina d'Ampezzo	Cortina d'Ampezzo
Rombus	Losango
Mga republika ng Rusya	Repúblicas da Rússia
Al Pacino	Al Pacino
Jonathan Swift	Jonathan Swift
Kawalang trabaho	Desemprego
Demi Lovato	Demi Lovato
Gusali	Edifício
Haile Selassie I ng Etiyopiya	Haile Selassie
Ilog Mekong	Rio Mekong
.cf	.cf
.bf	.bf
.bn	.bn
Barya	Moeda (peça)
San Juan, Portoriko	San Juan (Porto Rico)
Tore ng Babel	Torre de Babel
Mekanika	Mecânica
Pangtimog na Hemispero	Hemisfério sul
69 BC	69 a.C.
16 BC	16 a.C.
35 BC	35 a.C.
Rasyonal na punsiyon	Função racional
13 BC	13 a.C.
Opera (web browser)	Opera
Sinehan	Sala de cinema
Heinrich Hertz	Heinrich Hertz
Nottingham	Nottingham
Henri Becquerel	Antoine Henri Becquerel
Momentum	Momento linear
Ulsan	Ulsan
Gwangju	Gwangju
John Dalton	John Dalton
Kwitis	Foguete espacial
Basseterre	Basseterre
Magasin	Revista
Franz Liszt	Franz Liszt
.mk	.mk
Amerikanong putbol	Futebol americano
17 BC	17 a.C.
67 BC	67 a.C.
88 BK	88 a.C.
Katherine LaNasa	Katherine LaNasa
96 BC	96 a.C.
Mary Tyler Moore	Mary Tyler Moore
54 BC	54 a.C.
87 BK	87 a.C.
Jodie Foster	Jodie Foster
Suka (pagkain)	Vinagre
Styria	Estíria
Alonghaba	Comprimento de onda
David	David
24 BC	24 a.C.
Roberto I ng Normandiya	Roberto I da Normandia
77 BC	77 a.C.
Kurt Gödel	Kurt Gödel
Josh Brolin	Josh Brolin
Pagpatay ng lahi	Genocídio
Teletubbies	Teletubbies
Hades	Hades
Sabaw	Sopa
Hestia	Héstia
Michael Jordan	Michael Jordan
Ballet	Balé
.sa	.sa
.gd	.gd
.ma	.ma
.aw	.aw
.fo	.fo
.gy	.gy
.gw	.gw
.gl	.gl
.gq	.gq
Kingstown	Kingstown
Attilly	Attilly
Almuranas	Hemorroida
Autopsiya	Autópsia
Hermes	Hermes
Aklat ng Levitico	Levítico
Sinaunang kasaysayan	Idade Antiga
Gansang-ratiles	Groselheira
Plutarko	Plutarco
60 BC	60 a.C.
.sk	.sk
Carl Jung	Carl Gustav Jung
Gawgaw	Amido
56 BC	56 a.C.
98 BC	98 a.C.
51 BC	51 a.C.
St. George's, Grenada	Saint George's (Granada)
Antonio Banderas	Antonio Banderas
Nicolas Poussin	Nicolas Poussin
Julia Gillard	Julia Gillard
Hamlet	Hamlet
Golpo ng Vizcaya	Golfo da Biscaia
Acidobacteria	Acidobacteria
David Hilbert	David Hilbert
Rupiah ng Indonesya	Rupia indonésia
Batas ni Ohm	Lei de Ohm
Christina Aguilera	Christina Aguilera
