Āfrika	África
1988. gada Ziemas Olimpiskās spēles	Jogos Olímpicos de Inverno de 1988
A	A
1992. gada Ziemas Olimpiskās spēles	Jogos Olímpicos de Inverno de 1992
Kodols (operētājsistēma)	Núcleo (software)
1994. gada Ziemas Olimpiskās spēles	Jogos Olímpicos de Inverno de 1994
1998. gada Ziemas Olimpiskās spēles	Jogos Olímpicos de Inverno de 1998
2002. gada Ziemas Olimpiskās spēles	Jogos Olímpicos de Inverno de 2002
Mihaels Šūmahers	Michael Schumacher
2006. gada Ziemas Olimpiskās spēles	Jogos Olímpicos de Inverno de 2006
Luiss Hamiltons	Lewis Hamilton
2010. gada Ziemas Olimpiskās spēles	Jogos Olímpicos de Inverno de 2010
Menas Sala	Ilha de Man
2014. gada Ziemas Olimpiskās spēles	Jogos Olímpicos de Inverno de 2014
Vaita	Ilha de Wight
2018. gada Ziemas Olimpiskās spēles	Jogos Olímpicos de Inverno de 2018
Elizabete II Vindzora	Isabel II do Reino Unido
Tanu dinastija	Dinastia Tang
The New York Times	The New York Times
Princese Diāna	Diana, Princesa de Gales
ß	ß
Henrijs Pērsels	Henry Purcell
Džons Kenedijs	John F. Kennedy
Sātana bībele	Bíblia Satânica
B	B
Kurapatu masu kapi	Kurapaty
Onorē de Balzaks	Honoré de Balzac
Sperma	Sémen
Džoakīno Rosīni	Gioachino Rossini
Klasiskā mūzika	Música clássica
Simfonija	Sinfonia
G	G
U	U
Z	Z
Blūzs	Blues
Flamenko	Flamenco
F	F
J	J
Elektroniskā mūzika	Música eletrônica
Alfabēts	Alfabeto
Burts	Letra
Regejs	Reggae
Saksofons	Saxofone
Hērlena	Heerlen
T	T
C	C
Eindhovena	Eindhoven
R	R
D	D
Alfa	Α
Omega	Ω
I	I
Mī	Μ
Minu dinastija	Dinastia Ming
E	E
H	H
Dvaits Eizenhauers	Dwight D. Eisenhower
Hārlema	Haarlem
K	K
L	L
M	M
Fanta	Fanta
N	N
O	O
P	P
Q	Q
S	S
Ronalds Reigans	Ronald Reagan
V	V
W	W
X	X
Y	Y
Zandvorta	Zandvoort
Vikipēdija nīderlandiešu valodā	Wikipédia em neerlandês
Enshede	Enschede
Fī	Φ
Lindsija Vona	Lindsey Vonn
Tina Maze	Tina Maze
Maisūru	Mysore
Džūlija Mankuso	Julia Mancuso
Janica Kosteliča	Janica Kostelić
Marija Hefla-Rīša	Maria Höfl-Riesch
Viktorija Rebensburga	Viktoria Rebensburg
Eimija Viljamsa	Amy Williams
Anja Hūbere	Anja Huber
Viktorija Azarenka	Victoria Azarenka
Laura Robsone	Laura Robson
Endijs Marijs	Andy Murray
Fransisko Varaljo	Francisco Varallo
Rafaels Nadals	Rafael Nadal
Svetonijs	Suetónio
LibreOffice	LibreOffice
2002. gada Eirovīzijas dziesmu konkurss	Festival Eurovisão da Canção 2002
2003. gada Eirovīzijas dziesmu konkurss	Festival Eurovisão da Canção 2003
2004. gada Eirovīzijas dziesmu konkurss	Festival Eurovisão da Canção 2004
2005. gada Eirovīzijas dziesmu konkurss	Festival Eurovisão da Canção 2005
2006. gada Eirovīzijas dziesmu konkurss	Festival Eurovisão da Canção 2006
2007. gada Eirovīzijas dziesmu konkurss	Festival Eurovisão da Canção 2007
2008. gada Eirovīzijas dziesmu konkurss	Festival Eurovisão da Canção 2008
2009. gada Eirovīzijas dziesmu konkurss	Festival Eurovisão da Canção 2009
2010. gada Eirovīzijas dziesmu konkurss	Festival Eurovisão da Canção 2010
2011. gada Eirovīzijas dziesmu konkurss	Festival Eurovisão da Canção 2011
2012. gada Eirovīzijas dziesmu konkurss	Festival Eurovisão da Canção 2012
2013. gada Eirovīzijas dziesmu konkurss	Festival Eurovisão da Canção de 2013
Zulu valoda	Língua zulu
Zunu valoda	Língua zuni
Zazaki valoda	Zazaki
Indijas Nacionālais kongress	Partido do Congresso Nacional Indiano
Plazma	Plasma
Lamanša tunelis	Eurotúnel
Pitagors	Pitágoras
Jarko Nieminens	Jarkko Nieminen
Pamplona	Pamplona
Kolizejs	Coliseu de Roma
CA Osasuna	Club Atlético Osasuna
Partenons	Partenon
Nabadzība	Pobreza
Rayo Vallecano	Rayo Vallecano de Madrid
Saragosa	Saragoça
Saragosas @@@u0026Real"	Real Zaragoza
Sansebastjana	San Sebastián
Sansebastjanas @@@u0026Real Sociedad"	Real Sociedad de Fútbol
Sevilla FC	Sevilla Fútbol Club
Valencia CF	Valencia Club de Fútbol
Kardioloģija	Cardiologia
Banduna	Bandung
Džons Makeins	John McCain
Almerija	Almeria
Mazais Lauva	Leo Minor
Ziemeļu Vainags	Corona Borealis
Dienvidu Zivs	Piscis Austrinus
Dienvidu Vainags	Corona Australis
Dienvidu Hidra	Hydrus
Dienvidu Trīsstūris	Triangulum Australe
Balodis (zvaigznājs)	Columba (constelação)
Vienradzis (zvaigznājs)	Monoceros
Ķirzaka (zvaigznājs)	Lacerta
Eridāna	Eridanus
Muša (zvaigznājs)	Musca
Lidojošā Zivs (zvaigznājs)	Volans
Mazais Zirgs	Equuleus
Fēnikss (zvaigznājs)	Phoenix (constelação)
Lūsis (zvaigznājs)	Lynx (constelação)
Zaķis (zvaigznājs)	Lepus
Herkuless (zvaigznājs)	Hércules (constelação)
Indiānis (zvaigznājs)	Indus
Medību Suņi	Canes Venatici
Hameleons (zvaigznājs)	Chamaeleon
Kasiopeja	Cassiopeia (constelação)
Cefejs (zvaigznājs)	Cepheus
Kuģa Ķīlis	Carina (constelação)
Kompass (zvaigznājs)	Pyxis
Vedējs	Auriga
Mazais Lācis	Ursa Minor
Katrīna, Kembridžas hercogiene	Catarina de Cambridge
Sūknis (zvaigznājs)	Antlia
Lira (zvaigznājs)	Lyra
Gleznotājs (zvaigznājs)	Pictor
Greblis	Caelum
Airtons Senna	Ayrton Senna
Mikroskops (zvaigznājs)	Microscopium
Alēns Prosts	Alain Prost
Tīkliņš	Reticulum
Naidžels Mensels	Nigel Mansell
Oktants (zvaigznājs)	Octans
Deimons Hills	Damon Hill
Paradīzes Putns	Apus
Cirkulis (zvaigznājs)	Circinus
Džensons Batons	Jenson Button
Persejs (zvaigznājs)	Perseus
Bulta (zvaigznājs)	Sagitta
Fernando Alonso	Fernando Alonso
Pāvs (zvaigznājs)	Pavo
Krauklis (zvaigznājs)	Corvus (constelação)
Lapsiņa	Vulpecula
Deivids Bekhems	David Beckham
Buras (zvaigznājs)	Vela (constelação)
Bādtelcas-Volfratshauzenes apriņķis	Bad Tölz-Wolfratshausen
Raiens Gigss	Ryan Giggs
Sekstants (zvaigznājs)	Sextans
Vairogs (zvaigznājs)	Scutum
Mežāzis	Capricornus
Lielais Suns	Canis Major
Dienvidu Krusts	Crux
Teleskops (zvaigznājs)	Telescopium
Augšbavārija	Alta Baviera
Dzērve (zvaigznājs)	Grus
Trīsstūris (zvaigznājs)	Triangulum
Saskatūna	Saskatoon
Tukāns (zvaigznājs)	Tucana
Vērsis (zvaigznājs)	Taurus
Vilks (zvaigznājs)	Lupus (constelação)
Pulkstenis (zvaigznājs)	Horologium
Ūdensvīrs	Aquarius
Hidra (zvaigznājs)	Hydra
Svari (zvaigznājs)	Libra (constelação)
Leņķmērs (zvaigznājs)	Norma (constelação)
Auns (zvaigznājs)	Aries
Bens Fosters	Ben Foster (futebolista)
Ērglis (zvaigznājs)	Aquila
Kategorija:Pūķis (zvaigznājs)	Categoria:Constelação de Draco
Kategorija:Zivis (zvaigznājs)	Categoria:Constelação de Pisces
Ešlijs Jangs	Ashley Young
Kategorija:Žirafe (zvaigznājs)	Categoria:Constelação de Camelopardalis
Elizabete Bousa-Laiona	Isabel Bowes-Lyon
Kategorija:Valis (zvaigznājs)	Categoria:Constelação de Cetus
Kategorija:Centaurs (zvaigznājs)	Categoria:Constelação de Centaurus
Kategorija:Lauva (zvaigznājs)	Categoria:Constelação de Leo
Gordons Brauns	Gordon Brown
Kategorija:Orions (zvaigznājs)	Categoria:Constelação de Orion
Kategorija:Pegazs (zvaigznājs)	Categoria:Constelação de Pegasus
Kategorija:Skorpions (zvaigznājs)	Categoria:Constelação de Scorpius
Kategorija:Strēlnieks (zvaigznājs)	Categoria:Constelação de Sagittarius
Kategorija:Krāsns (zvaigznājs)	Categoria:Constelação de Fornax
1100. gads	1100
Kategorija:Gulbis (zvaigznājs)	Categoria:Constelação de Cygnus
Kategorija:Dvīņi (zvaigznājs)	Categoria:Constelação de Gemini
Nevils Čemberlens	Neville Chamberlain
Kims Čenirs	Kim Jong-il
Kategorija:Venecuēla	Categoria:Venezuela
Kategorija:Venecuēlas vēsture	Categoria:História da Venezuela
Sega Mega Drive	Mega Drive
PlayStation	PlayStation (console)
PlayStation 2	PlayStation 2
PlayStation 3	PlayStation 3
Belfāsta	Belfast
Kārdifa	Cardiff
Ķīmisko elementu periodiskā tabula	Tabela periódica
Touršhavna	Tórshavn
Roberts Mugabe	Robert Mugabe
Red Hot Chili Peppers	Red Hot Chili Peppers
@	@
Džordžtauna (Gajāna)	Georgetown (Guiana)
Pašnāvība	Suicídio
Dveins Džonsons	Dwayne Johnson
Spānijas autonomie apgabali	Comunidades autónomas da Espanha
Cūkas	Sus
2001. gada 11. septembra uzbrukums ASV	Ataques de 11 de setembro de 2001
Rāpuļi	Répteis
Sprādzieni Londonā 2005. gada 7. jūlijā	Atentados de 7 de julho de 2005 em Londres
Marjano Rahojs	Mariano Rajoy
Grauzēji	Roedores
Baložu dzimta	Columbidae
Spānijas pilsoņu karš	Guerra Civil Espanhola
Arheji	Archaea
Aklums	Cegueira
Baktērijas	Bactéria
Koks	Árvore
Protisti	Protista
Lambda	Λ
Abinieki	Anfíbios
Hordaiņi	Cordados
Anonymous	Anonymous
Hārdkors (rokmūzikas žanrs)	Hardcore punk
Emo (mūzikas žanrs)	Emo
Revolūcija	Revolução
Krabja miglājs	Nebulosa do Caranguejo
Siers	Queijo
Ebro	Ebro
Vīnogas	Uva
Triatlons	Triatlo
Medus	Mel
Gaļa	Carne
Taigers Vudss	Tiger Woods
Kartupelis	Batata
Cukurs	Açúcar
Dārzenis	Hortaliça
Soja	Soja
Rieksts	Noz
Apvienotās Karalistes parlaments	Parlamento do Reino Unido
Robots	Robô
Snūkers	Snooker
Tehnoloģija	Tecnologia
Mašīna	Máquina
Skrūve	Parafuso
Inženierija	Engenharia
Saskarsme	Comunicação
Informācija	Informação
Žurnālistika	Jornalismo
Laikraksts	Jornal
Plašsaziņas līdzekļi	Meios de comunicação social
Iespiešana	Impressão
Telefons	Telefone
The Rolling Stones	The Rolling Stones
Kultūra	Cultura
Hindustāņu valoda	Língua hindustâni
Ribonukleīnskābe	Ácido ribonucleico
Sanskrits	Sânscrito
2001. gada Eirovīzijas dziesmu konkurss	Festival Eurovisão da Canção 2001
Astronoms	Astrônomo
Asinsrites orgānu sistēma	Sistema circulatório
Endokrīnā sistēma	Sistema endócrino
Alcheimera slimība	Doença de Alzheimer
Resnā zarna	Intestino grosso
Pārkinsona slimība	Doença de Parkinson
Celiakija	Doença celíaca
Tievā zarna	Intestino delgado
Maņu orgānu sistēma	Sistema sensorial
Alhazens	Alhazen
2000. gada Eirovīzijas dziesmu konkurss	Festival Eurovisão da Canção 2000
1999. gada Eirovīzijas dziesmu konkurss	Festival Eurovisão da Canção 1999
Lugo	Lugo (Galiza)
IP adrese	Endereço IP
Māstrihtas līgums	Tratado de Maastricht
The Guardian	The Guardian
Eiropas Savienības valodas	Línguas da União Europeia
FA kauss	Copa da Inglaterra
Anglijas Līgas kauss	Copa da Liga Inglesa
Džons Robertss	John Roberts
Border Gateway Protocol	Border Gateway Protocol
Skābes	Ácido
UDP	User Datagram Protocol
Neorganiskā ķīmija	Química inorgânica
DHCP	Dynamic Host Configuration Protocol
Tilde	Til
Jautājuma zīme	Ponto de interrogação
Ķīmiskais savienojums	Composto químico
Cirkumflekss	Acento circunflexo
22. gadsimts	2106
Tīkla adrešu translēšana	Network address translation
Jūlija kalendārs	Calendário juliano
Starpniekserveris	Proxy
Medicīna	Medicina
The World Factbook	The World Factbook
Kimi Reikenens	Kimi Räikkönen
Bāze (ķīmija)	Base (química)
Sarajeva	Sarajevo
Serbu Republika	República Sérvia
Logaritms	Logaritmo
ASV Augstākā tiesa	Suprema Corte dos Estados Unidos
Lineāru vienādojumu sistēma	Sistema de equações lineares
Likumdošanas vara	Poder Legislativo
Aritmētika	Aritmética
Pentagons	O Pentágono
ASV Aizsardzības departaments	Departamento de Defesa dos Estados Unidos
Koordinātu sistēma	Sistema de coordenadas
ASV Bruņotie spēki	Forças Armadas dos Estados Unidos
Diferenciālvienādojums	Equação diferencial
Windows 7	Windows 7
Skaitļošanas matemātika	Análise numérica
ASV Jūras kājnieku korpuss	Corpo de Fuzileiros Navais dos Estados Unidos
ASV Jūras kara flote	Marinha dos Estados Unidos
ASV Gaisa spēki	Força Aérea dos Estados Unidos
ASV Krasta apsardze	Guarda Costeira dos Estados Unidos
Procents	Porcentagem
Windows Vista	Windows Vista
ASV Tēvzemes drošības departaments	Departamento de Segurança Interna dos Estados Unidos
Pasaules tirdzniecības centrs	World Trade Center
Nelsons Rokfellers	Nelson Rockefeller
One World Trade Center	1 World Trade Center
Windows Server 2003	Windows Server 2003
Windows XP	Windows XP
Sāls	Sal de cozinha
Microsoft Office	Microsoft Office
Fidels Kastro	Fidel Castro
Taimskvērs	Times Square
Microsoft Word	Microsoft Word
Microsoft PowerPoint	Microsoft PowerPoint
ASV Kongress	Congresso dos Estados Unidos
Fulhensio Batista	Fulgencio Batista
Microsoft Excel	Microsoft Excel
Chrysler Building	Chrysler Building
Lodveida zvaigžņu kopa	Aglomerado globular
Rokfellera centrs	Rockefeller Center
Kategorija:Brazīlija	Categoria:Brasil
Trollis (internets)	Troll (internet)
Jonizētais ūdeņraža mākonis	Região H II
Tīmekļa serveris	Servidor web
Koraļļu rifs	Recife de coral
Manhetena	Manhattan
Kategorija:Brazīlijas vēsture	Categoria:História do Brasil
Debesskrāpis	Arranha-céu
Kategorija:Bulgārijas vēsture	Categoria:História da Bulgária
Kategorija:Rumānijas vēsture	Categoria:História da Romênia
Kategorija:Rumānija	Categoria:Roménia
Ķīmiskais elements	Elemento (química)
Vienādojums	Equação
Funkcija	Função (matemática)
Organiskā ķīmija	Química orgânica
Leņķis	Ângulo
Apache HTTP serveris	Servidor Apache
Ogļhidrāti	Carboidrato
Ibn Badža	Avempace
Hormoni	Hormona
Grandžmūzika	Grunge
Alternatīvais roks	Rock alternativo
Lipīdi	Lípido
UNIX	Unix
Molekula	Molécula
Fizikālā ķīmija	Físico-química
Paātrinājums	Aceleração
Šiva	Shiva
Enerģija	Energia
Višnu	Vixnu
Lokālais tīkls	Rede de área local
Enerģijas nezūdamības likums	Lei da conservação da energia
Teritoriālais tīkls	Rede de longa distância
Elektromagnētiskie viļņi	Radiação eletromagnética
Vaļējā zvaigžņu kopa	Aglomerado estelar aberto
Infrasarkanais starojums	Radiação infravermelha
Brahma	Brama
Mazpolija	Pequena Polônia
Ultravioletais starojums	Radiação ultravioleta
Izmirstošas sugas	Espécie em perigo
Domestikācija	Domesticação
Klasiskā mehānika	Mecânica clássica
Organismu klasifikācija	Classificação científica
Rokmūzika	Rock
Hiphops	Hip hop
Spēks	Força
Samba	Samba
Bungas	Tambor
Flauta	Flauta
Elektromagnētisms	Eletromagnetismo
Magnētiskais lauks	Campo magnético
Aparteīds	Apartheid
Spēle	Jogo
Nardi	Gamão
Gravitācija	Gravidade
Go	Go
Stiprā mijiedarbība	Força forte
Cīņas māksla	Artes marciais
Vājā mijiedarbība	Força fraca
Karatē	Caratê
Džudo	Judô
Magnēts	Íman
Rotaļlieta	Brinquedo
Masa	Massa
Kinofilma	Filme
Animācija	Animação
Metāli	Metal
Tērauds	Aço
Kodolu dalīšanās	Fissão nuclear
Agregātstāvoklis	Estados físicos da matéria
Gāze	Gás
Šķidrums	Líquido
Gaisa kuģis	Aeronave
Cieta viela	Sólido
Mājas lapa	Página inicial
Divritenis	Bicicleta
Kuģis	Navio
Radioaktivitāte	Radioatividade
Lauksaimniecība	Agricultura
Vispārīgā relativitātes teorija	Relatividade geral
Apūdeņošana	Irrigação
Speciālā relativitātes teorija	Relatividade restrita
Pusvadītājs	Semicondutor
Kokvilna	Algodão
Serena Viljamsa	Serena Williams
Apģērbs	Roupa
Skaņa	Som
Surabaja	Surabaia
Adobe Systems	Adobe Systems
Arkls	Arado
Ātrums	Velocidade
Temperatūra	Temperatura
Metalurģija	Metalurgia
Nanotehnoloģija	Nanotecnologia
Stikls	Vidro
Laiks	Tempo
Papīrs	Papel
Termodinamika	Termodinâmica
Plastmasas	Plástico
Vakuums	Vácuo
Kinemātika	Cinemática
Laukums	Área
Pitagora teorēma	Teorema de Pitágoras
Gamma stari	Radiação gama
Matemātisks pierādījums	Prova matemática
Kosmiskais starojums	Raio cósmico
Skaitlis	Número
Komplekss skaitlis	Número complexo
Dārvina	Darwin (Austrália)
Kilograms	Quilograma
Krištianu Ronaldu	Cristiano Ronaldo
Metrs	Metro
Sekunde	Segundo
Kukurūza	Milho
Rauls Gonsaless	Raúl González Blanco
Mieži	Cevada
Venusa Viljamsa	Venus Williams
Kelvins	Kelvin
Litrs	Litro
Ikers Kasiljass	Iker Casillas
Džons Hantsmens	Jon Huntsman
Harijs Trumens	Harry S. Truman
Alaija	Aaliyah
Citplanētietis	E.T. the Extra-Terrestrial
Jāņtārpiņš (seriāls)	Firefly
Glezniecība	Pintura
Kosmonauts	Astronauta
Fotogrāfija	Fotografia
Tēlniecība	Escultura
Teātris	Teatro
Džūdija Gārlenda	Judy Garland
Deja	Dança
Podniecība	Olaria
Nine Inch Nails	Nine Inch Nails
Nirvana	Nirvana (banda)
Elektronika	Eletrônica
Elektriskā strāva	Corrente elétrica
Frekvence	Frequência
Diode	Diodo semicondutor
Marija Kiriļenko	Maria Kirilenko
Transformators	Transformador
Nadežda Petrova	Nadia Petrova
Mākslīgais intelekts	Inteligência artificial
Informācijas tehnoloģijas	Tecnologia da informação
Štefi Grafa	Steffi Graf
Laikapstākļi	Tempo (meteorologia)
Žozē Ramušs-Orta	José Ramos-Horta
Marija Šarapova	Maria Sharapova
Jeļena Dementjeva	Elena Dementieva
Lindsija Devenporta	Lindsay Davenport
Bada spēles	The Hunger Games
@@@u0026Bada spēļu@@@u0026 triloģija	The Hunger Games (trilogia)
Žustīne Enāna	Justine Henin
Kima Kleistersa	Kim Clijsters
Lēcējzirnekļi	Salticidae
Volstrīta	Wall Street
Akcija (vērtspapīrs)	Ação (finanças)
Obligācija	Obrigação (economia)
American Airlines reiss 11	Voo 11 da American Airlines
ASV prezidents	Presidente dos Estados Unidos
ASV konstitūcija	Constituição dos Estados Unidos
ASV viceprezidents	Vice-presidente dos Estados Unidos
ASV Pārstāvju palāta	Câmara dos Representantes dos Estados Unidos
Džons Beiners	John Boehner
ASV Virdžīnas	Ilhas Virgens Americanas
United Airlines reiss 175	Voo 175 da United Airlines
Restorāns	Restaurante
Dienvidaustrumāzija	Sudeste Asiático
Šeņjana	Shenyang
Čuncjina	Chongqing
Tjaņdziņa	Tianjin
Lahora	Lahore
Uhaņa	Wuhan
Suverēno valstu uzskaitījums	Lista de Estados soberanos
Nagoja	Nagoia
Heincs Fišers	Heinz Fischer
Aizvēsture	Pré-história
Ludviks Zāmenhofs	Ludwik Lejzer Zamenhof
Akmens laikmets	Idade da Pedra
Bronzas laikmets	Idade do Bronze
Dzelzs laikmets	Idade do Ferro
Divupe	Mesopotâmia
Senā Ēģipte	Antigo Egito
Beringa šaurums	Estreito de Bering
Senā Grieķija	Grécia Antiga
Guptu impērija	Império Gupta
Lāču dzimta	Ursidae
Džons Adamss (prezidents)	John Adams
Tomass Džefersons	Thomas Jefferson
Džeimss Medisons	James Madison
Džeimss Monro	James Monroe
Džons K. Adamss	John Quincy Adams
Endrū Džeksons	Andrew Jackson
Martins Van Burens	Martin van Buren
Abū Raihāns Bīrūnī	Al-Biruni
Sniegbaltīte	Branca de Neve
Pelnrušķīte	Cinderela
Antonijs Grabovskis	Antoni Grabowski
Silvio Berluskoni	Silvio Berlusconi
Viljams Herisons	William Henry Harrison
Džons Tailers	John Tyler
Aksls Rouzs	Axl Rose
Džeimss Polks	James K. Polk
Guns N' Roses	Guns N' Roses
Zekerijs Teilors	Zachary Taylor
Einstürzende Neubauten	Einstürzende Neubauten
Hipātija	Hipátia
Bernes kantons	Berna (cantão)
2009. gada Abū Dabī Grand Prix	Grande Prémio de Abu Dhabi de 2009 (Fórmula 1)
2010. gada Abū Dabī Grand Prix	Grande Prêmio de Abu Dhabi de 2010 (Fórmula 1)
2011. gada Abū Dabī Grand Prix	Grande Prêmio de Abu Dhabi de 2011 (Fórmula 1)
2012. gada Abū Dabī Grand Prix	Grande Prêmio de Abu Dhabi de 2012 (Fórmula 1)
Ženēvas kantons	Genebra (cantão)
Vikipēdija itāļu valodā	Wikipédia em italiano
Vikipēdija portugāļu valodā	Wikipédia em português
Glarusas kantons	Glarus (cantão)
Graubindenes kantons	Grisões
Zvaigžņu Vārti	Stargate
Zoloturnas kantons	Soleura (cantão)
Kevins Kostners	Kevin Costner
Armēņu alfabēts	Alfabeto armênio
Cūgas kantons	Zug (cantão)
Mikipele	Mickey Mouse
PSV Eindhoven	PSV Eindhoven
Cīrihes kantons	Zurique (cantão)
Mihaels Ballaks	Michael Ballack
Diks Advokāts	Dick Advocaat
Filips Koku	Phillip Cocu
Alikante	Alicante
Ārgavas kantons	Argóvia (cantão)
Laspalmasa de Grankanārija	Las Palmas
Britnija Spīrsa	Britney Spears
Tihi	Tychy
Gremošana	Digestão
Fotosintēze	Fotossíntese
Bēthovena 9. simfonija	Sinfonia n.º 9 (Beethoven)
Vairošanās	Reprodução
Grūtniecība	Gravidez
Kailija Minoga	Kylie Minogue
Šēra	Cher
Ozoli	Carvalho
Deivs Grols	Dave Grohl
Ēriks Saāde	Eric Saade
Eldars Gasimovs	Eldar Gasimov
Nigara Džamala	Nigar Jamal
Google Maps	Google Maps
Četri gadalaiki	As Quatro Estações
Priedes	Pinheiro
Kaitīgs ieradums	Dependência psicológica
1101. gads	1101
Eilenburga	Eilenburg
1102. gads	1102
Vēzis (slimība)	Cancro
Apencelles-Auserrodenes kantons	Appenzell Exterior (cantão)
Augstākie zirnekļi	Araneomorphae
Holēra	Cólera
Anrī Dināns	Henri Dunant
Apencelles-Innerrodenes kantons	Appenzell Interior (cantão)
Karalis	Rei
Rudzi	Centeio
Paukošana	Esgrima
Sējas auzas	Aveia-comum
Kvieši	Trigo
Bretoņu valoda	Língua bretã
Sorgo	Sorghum
Labība	Cereal
2038. gads	2038
Debess pols	Polo celeste
Lucernas kantons	Lucerna (cantão)
2036. gads	2036
Betelgeize	Betelgeuse
Saaukstēšanās	Constipação
Stomatoloģija	Odontologia
Parseks	Parsec
Invaliditāte	Deficiência
Kalendārs	Calendário
Kurlums	Surdez
Debess sfēra	Esfera celeste
Garīga slimība	Transtorno mental
Slimība	Doença
Gregora kalendārs	Calendário gregoriano
Zāles	Medicamento
Laika josla	Fuso horário
Nikotīns	Nicotina
Bāzeles lauku kantons	Basileia-Campo (cantão)
Veselība	Saúde
Miokarda infarkts	Infarto agudo do miocárdio
Tutanhamons	Tutancâmon
Sorija	Sória
Malārija	Malária
