Αφρική	África
Μουτ	Mut
Τζον Άσμπερυ	John Ashbery
Αουγκούστο ντε Λούκα	Augusto De Luca
Τζούνο	Juneau
Βαβέλ	Babel
Ατροπάτης	Atropates
Νάρκισσος (βοτανική)	Narcissus
Κάαμπα	Caaba
Ρεπουμπλικανικό Κόμμα (ΗΠΑ)	Partido Republicano (Estados Unidos)
Γενικά top-level domains	Domínio de topo genérico
Κουτσουπιά	Olaia
Λευχαιμία	Leucemia
Κριλ	Krill
Αστουριανή γλώσσα	Língua asturiana
Φυσικό Δίκαιο	Direito natural
Η Ελευθερία οδηγεί το Λαό	A Liberdade Guiando o Povo
Παγανισμός	Paganismo
Πυκνότητα	Densidade
Κέβιν Ντουράντ	Kevin Durant
Κυτταρική μεμβράνη	Membrana plasmática
Δημοκρατικό Κόμμα (ΗΠΑ)	Partido Democrata (Estados Unidos)
Chevrolet	Chevrolet
Αβεστική γλώσσα	Língua avéstica
Βεατρίκη της Ολλανδίας	Beatriz dos Países Baixos
Web camera	Webcam
Αυτοστερεόγραμμα	Autoestereograma
Škoda Auto	Škoda Auto
Ξιφασκία στους Ολυμπιακούς Αγώνες	Esgrima nos Jogos Olímpicos
Κορυδαλλός (πτηνό)	Alaudidae
Die Welt	Die Welt
Ασσουάν	Assuão
815	815
816	816
822	822
840	840
823	823
3η χιλιετία π.Χ.	Terceiro milénio a.C.
811	811
771	771
888	888
768	768
Ασιούτ	Assiut
851	851
205	205
159	159
107	107
162	162
103	103
802	802
Ευρωπαϊκή ενυδρίδα	Lontra-europeia
804	804
Βασίλειο των Κάτω Χωρών	Reino dos Países Baixos
119	119
Τσενγκντού	Chengdu
118	118
Επιτάχυνση της βαρύτητας	Aceleração da gravidade
Εξτρεμαδουρική γλώσσα	Estremenho
801	801
807	807
806	806
152	152
Σημαντήρας	Boia
240	240
218	218
655	655
496	496
238	238
197	197
451	451
775	775
489	489
Δίγλωσσος	Multilinguismo
784	784
661	661
625	625
653	653
904	904
921	921
Μειονότητα	Minoria
923	923
1126	1126
668	668
636	636
Επαναχρησιμοποιήσιμο σύστημα εκτόξευσης	Sistema de lançamento reutilizável
408	408
464	464
Σκουμπρί	Scomber scombrus
410	410
956	956
952	952
658	658
Μέδουσα (ζώο)	Medusa (animal)
650	650
518	518
70	70
Δήμαρχος	Prefeito
81	81
Μέσος χρόνος Γκρίνουιτς	Greenwich Mean Time
Λεοπάρδαλη του χιονιού	Leopardo-das-neves
69	69
87	87
65	65
Κοινό Δίκαιο	Common law
66	66
67	67
55	55
34	34
44	44
35	35
64	64
504	504
453	453
161	161
169	169
481	481
151	151
155	155
128	128
129	129
463	463
193	193
674	674
687	687
251	251
337	337
786	786
660	660
50	50
260	260
501	501
45	45
491	491
49	49
978	978
Σιλεσική γλώσσα	Língua silesiana
221	221
543	543
536	536
230	230
762	762
610	610
787	787
480	480
209	209
202	202
192	192
Τσεντσόου	Zhengzhou
681	681
819	819
173	173
867	867
865	865
827	827
824	824
847	847
883	883
829	829
813	813
910	910
850	850
808	808
853	853
872	872
873	873
856	856
858	858
831	831
857	857
828	828
826	826
833	833
848	848
834	834
881	881
852	852
163	163
154	154
201	201
803	803
805	805
52	52
532	532
82	82
84	84
73	73
72	72
62	62
71	71
75	75
74	74
83	83
78	78
77	77
90	90
80	80
627	627
456	456
91	91
190	190
109	109
53	53
270	270
688	688
452	452
795	795
Αβρίλ Λαβίν	Avril Lavigne
465	465
778	778
846	846
830	830
404	404
908	908
896	896
897	897
927	927
63	63
555	555
571	571
86	86
401	401
890	890
533	533
264	264
Μιχαήλ Γκορμπατσώφ	Mikhail Gorbachev
99	99
415	415
483	483
469	469
462	462
459	459
466	466
402	402
761	761
780	780
675	675
689	689
774	774
759	759
Πετρίτης	Falcão-peregrino
758	758
350	350
Μητέρα Τερέζα	Madre Teresa de Calcutá
782	782
760	760
785	785
783	783
767	767
766	766
Μέλφι	Melfi
211	211
232	232
204	204
Φρίντριχ Μος	Friedrich Mohs
188	188
98	98
894	894
Πάπας Ουρβανός Β΄	Papa Urbano II
891	891
Μπέιλι-Τζέι Γκρέιντζερ	Bailey Jay
602	602
628	628
892	892
Κωνσταντίνος Θ´ ο Μονομάχος	Constantino IX Monômaco
601	601
672	672
682	682
ΟΥΕΦΑ Τσάμπιονς Λιγκ 2013-14	Liga dos Campeões da UEFA de 2013–14
821	821
Ερέδια	Heredia (Costa Rica)
Καρτάγο	Cartago (Costa Rica)
648	648
686	686
Πουέρτο Λιμόν	Puerto Limón
664	664
677	677
640	640
110	110
Νήσος Εντέρμπουρυ	Ilha Enderbury
111	111
Επεξεργασία του φυσικού λόγου	Processamento de linguagem natural
137	137
138	138
122	122
140	140
809	809
167	167
665	665
Πουνταρένας	Puntarenas
776	776
763	763
Ρούντολφ Κλαούζιους	Rudolf Clausius
769	769
667	667
529	529
777	777
788	788
671	671
772	772
432	432
231	231
237	237
239	239
Ωγκύστ Ροντέν	Auguste Rodin
Άνα Ιβάνοβιτς	Ana Ivanović
130	130
Σημαία του Ανατολικού Τιμόρ	Bandeira de Timor-Leste
226	226
Monrose	Monrose
207	207
475	475
454	454
495	495
206	206
468	468
461	461
460	460
194	194
210	210
Καρακάλ	Caracal caracal
Ιστολόγιο	Blog
225	225
311	311
220	220
541	541
642	642
Όσκαρ Ουάιλντ	Oscar Wilde
313	313
180	180
794	794
587	587
530	530
Νήσος Καντών	Ilha Kanton
609	609
497	497
540	540
428	428
Υψίφωνος	Soprano
548	548
422	422
549	549
Γουλιέλμος Τέλλος	Guilherme Tell
457	457
478	478
253	253
Άχαζ	Acaz
Ομοσπονδιακό Συμβούλιο (Ελβετία)	Conselho Federal (Suíça)
467	467
458	458
Δέκα μέρες που συγκλόνισαν τον κόσμο	Ten Days that Shook the World
158	158
157	157
164	164
124	124
113	113
121	121
106	106
551	551
494	494
320	320
242	242
Δάγκειος πυρετός	Dengue
291	291
48	48
Φίλιπσμπουργκ	Philipsburg
Στραμώνιο	Datura stramonium
97	97
56	56
93	93
Αλόφι	Alofi
57	57
Τζέιμσταουν (Αγία Ελένη)	Jamestown (Santa Helena)
Γαλλική Πολυνησία	Polinésia Francesa
Γραμμική Α	Linear A
Μοσόχ	Mesech
Ρουέν	Ruão
503	503
510	510
509	509
474	474
484	484
576	576
Χάμιλτον (Βερμούδες)	Hamilton (Bermuda)
493	493
Αγκάνα	Hagåtña
479	479
Πλίμουθ (Μοντσερράτ)	Plymouth (Montserrat)
287	287
Δε Βάλεϊ	The Valley
407	407
485	485
Μάτα-Ούτου	Mata-Utu
547	547
Μπρέιντς	Brades
546	546
544	544
537	537
Δολάριο Χονγκ Κονγκ	Dólar de Hong Kong
535	535
502	502
527	527
Γιαρέν	Yaren
508	508
Σχοινί	Corda
525	525
613	613
618	618
617	617
608	608
645	645
621	621
606	606
623	623
604	604
603	603
626	626
619	619
634	634
Νησί Νόρφολκ	Ilha Norfolk
630	630
Νήσος των Χριστουγέννων	Ilha Christmas
614	614
505	505
Γουόλτερ Κρόνκαϊτ	Walter Cronkite
446	446
791	791
Φλόρενς Γκρίφιθ-Τζόινερ	Florence Griffith-Joyner
Γουίλμα Ρούντολφ	Wilma Rudolph
557	557
Αριθμομηχανή	Calculadora
656	656
657	657
659	659
651	651
676	676
670	670
652	652
673	673
654	654
647	647
Κουομιντάνγκ	Kuomintang
812	812
669	669
792	792
649	649
93 (αριθμός)	Noventa e três
895	895
756	756
663	663
779	779
NGC 2	NGC 2
662	662
684	684
Πάολα του Βελγίου	Paola da Bélgica
773	773
757	757
Ο Φρενίατρος	O Alienista
435	435
790	790
Γενετική των πληθυσμών	Genética populacional
437	437
433	433
764	764
426	426
781	781
425	425
NGC 3	NGC 3
429	429
423	423
Φροντίδα υγείας	Assistência médica
765	765
NGC 4	NGC 4
235	235
233	233
223	223
224	224
NGC 5	NGC 5
216	216
219	219
254	254
272	272
NGC 20	NGC 6
208	208
175	175
Αρχιεπίσκοπος Δαμασκηνός	Arcebispo Damaskinós
170	170
171	171
172	172
58	58
59	59
Σον Μάικλς	Shawn Michaels
139	139
114	114
134	134
135	135
Μεγάλο κανάλι	Grande Canal da China
Σιμπίν ελ Κομ	Xibin El Kom
179	179
142	142
96	96
181	181
146	146
145	145
183	183
182	182
184	184
324	324
Λιοβρεγάτ	Rio Llobregat
Κομήτης Κόχουτεκ	Cometa Kohoutek
589	589
Παπαγάλος	Psittaciformes
521	521
92	92
597	597
329	329
Κρακοβία	Cracóvia
Τιβέριος Β΄	Tibério II
133	133
413	413
Ηρακλεωνάς	Heraclonas
Πανεπιστήμιο του Καρόλου	Universidade Carolina
258	258
Ράμφος (πτηνά)	Bico
259	259
ΝΚ Τσέλιε	NK Celje
Θουρίμαχος	Turímaco
196	196
236	236
Arado Ar 66	Arado Ar 66
Φωκάς	Focas
789	789
Ακουστική κιθάρα	Guitarra acústica
Γέρασα	Gérasa
332	332
631	631
487	487
638	638
473	473
176	176
143	143
Σεργκέι Γεσένιν	Serguei Iessienin
643	643
523	523
215	215
148	148
247	247
424	424
641	641
Ντουέιν Γουέιντ	Dwyane Wade
492	492
639	639
Κόνλεϋ	Conley
256	256
Δημόσια διοίκηση	Administração pública
441	441
Φάτνη της Γεννήσεως	Presépio
Γκαρού	Garou
131	131
191	191
Λέων Γ´	Leão III, o Isáurio
Ζούσιε Φερέιρα Βιέιρα	Jussiê
450	450
612	612
Cal (Unix)	Cal (Unix)
Ματιέ Σαλμέ	Matthieu Chalmé
635	635
611	611
534	534
488	488
607	607
524	524
282	282
Φλάβιος Αρριανός	Arriano
472	472
Ψευδομονάδα η αεριογόνος	Pseudomonas aeruginosa
471	471
490	490
316	316
Μάχη του Μαραθώνα	Batalha de Maratona
797	797
511	511
295	295
Αυτοκρατορία των Καρολιδών	Império Carolíngio
ΝΚ Ολίμπια Λιουμπλιάνα (2005)	Nogometni Klub Olimpija Ljubljana
598	598
Αραβία	Arábia
303	303
Φατσούλες	Emoticon
Ευαγγελιστής Μάρκος	São Marcos
250	250
Στάδιο του Φωτός	Estádio da Luz (Sunderland)
515	515
512	512
418	418
333	333
294	294
217	217
277	277
Beriev Be-200	Beriev Be-200
578	578
312	312
Πρόσθεση	Adição
284	284
Ιλλυρία	Ilíria (região)
Ιωάννης Ζωναράς	João Zonaras
283	283
Κόκκινη Λίστα της IUCN	Lista Vermelha da União Internacional para a Conservação da Natureza e dos Recursos Naturais
241	241
Κριός (αστρολογία)	Áries
243	243
262	262
498	498
Σούπερ Μπόουλ	Super Bowl
Μεσημβρινός	Meridiano (geografia)
336	336
Κέρες	Ceres (mitologia)
334	334
266	266
Πυγμαχία	Boxe
261	261
470	470
349	349
271	271
275	275
292	292
Λυσίμαχος	Lisímaco
Το Χρώμα της Μαγείας	A Cor da Magia
296	296
Χαπί (Θεός του Νείλου)	Hapi
345	345
431	431
304	304
550	550
586	586
588	588
554	554
229	229
583	583
265	265
263	263
585	585
582	582
556	556
420	420
280	280
Singapore Airlines	Singapore Airlines
581	581
558	558
302	302
309	309
353	353
Virgin Atlantic Airways	Virgin Atlantic Airways
335	335
367	367
344	344
Βακτήρια οξικού οξέος	Acetobactéria
245	245
Χουάν Μαρτίν Παρόδι	Juan Martín Parodi
290	290
449	449
Νία Βαρντάλος	Nia Vardalos
308	308
255	255
Αλφόνσος ΙΒ΄ της Ισπανίας	Afonso XII de Espanha
439	439
319	319
318	318
299	299
419	419
416	416
338	338
310	310
Λίνκολν (ταινία 2012)	Lincoln (filme)
315	315
359	359
Pretty Little Liars	Pretty Little Liars
360	360
273	273
286	286
Χαρακτήρας (υπολογιστές)	Caractere
Μοντέρνο Πένταθλο	Pentatlo moderno
Μαχαίρι	Faca
Qantas Airways	Qantas
ΦΚ Σάλκε 04	Fußball-Club Gelsenkirchen-Schalke 04
288	288
Κάρολος Κουίντος	Carlos I de Espanha
278	278
455	455
577	577
Τζένιφερ Άνιστον	Jennifer Aniston
575	575
482	482
486	486
580	580
567	567
564	564
561	561
Αξονική τομογραφία	Tomografia computadorizada
328	328
325	325
Φρυγία	Frígia
317	317
574	574
566	566
249	249
348	348
Όνομα τομέα	Domínio
442	442
443	443
Ντιβέχι γλώσσα	Língua divehi
267	267
244	244
248	248
343	343
562	562
417	417
268	268
590	590
269	269
Νέα βενετική γλώσσα	Língua vêneta
499	499
Μαλάλα Γιουσαφζάι	Malala Yousafzai
409	409
405	405
406	406
403	403
414	414
Βόρο γλώσσα	Língua võro
411	411
Συνταγματικό δικαστήριο	Tribunal constitucional
412	412
Αγγλοσάξονες	Anglo-saxões
560	560
592	592
Βρογχιεκτασίες	Bronquiectasia
Ζέβρα	Zebra
276	276
Τζαμί	Mesquita
7η χιλιετία π.Χ.	Sétimo milénio a.C.
314	314
Μάχη της Βάρνας	Batalha de Varna
Εθνικό μεταβατικό Συμβούλιο	Conselho Nacional de Transição
323	323
366	366
362	362
545	545
Eloy	Eloy
531	531
Αρχιτεκτονικός ρυθμός	Estilo arquitetónico
514	514
513	513
539	539
538	538
519	519
516	516
528	528
506	506
526	526
507	507
Αλοθάνιο	Halotano
Βαλέρι Λεόντιεφ	Valery Leontiev
Πόλεμος της Αυστριακής διαδοχής	Guerra de Sucessão Austríaca
214	214
213	213
212	212
Κλειστό Γήπεδο ΟΑΚΑ	Olympic Indoor Hall
228	228
Βρετανική Νοηματική Γλώσσα	Língua de sinais britânica
227	227
Οίκος της Σοφίας	Casa da Sabedoria
149	149
Βόισλαβ Κοστούνιτσα	Vojislav Koštunica
174	174
Σημαία του Γιβραλτάρ	Bandeira de Gibraltar
Το δυσκολότερο λογικό παζλ	O quebra-cabeça lógico mais difícil do mundo
189	189
Διεθνής πρότυπος αριθμός βιβλίου	International Standard Book Number
199	199
Κομοριανή γλώσσα	Língua comoriana
141	141
132	132
Κορσικανική γλώσσα	Língua corsa
125	125
Πρωτεόλυση	Proteólise
123	123
Μάχη του Γκέτισμπεργκ	Batalha de Gettysburg
Βαλτικές γλώσσες	Línguas bálticas
147	147
Επταετής Πόλεμος	Guerra dos Sete Anos
Μπαντού γλώσσες	Línguas bantas
144	144
Top Gear	Top Gear (2002)
198	198
178	178
177	177
Έμβρυο	Embrião
Θεωρία χορδών	Teoria das cordas
Αυστροασιατικές γλώσσες	Línguas austro-asiáticas
Τέμενος-Καθεδρικός της Κόρδοβα	Mesquita-Catedral de Córdova
187	187
Μεθοδισμός	Igreja Metodista
195	195
Σημαία της Αρμενίας	Bandeira da Armênia
Τεχνητή γλώσσα	Língua artificial
186	186
Λογοθεραπεία	Fonoaudiologia
Νάντια Κομανέτσι	Nadia Comăneci
347	347
Άνω Βουργουνδία	Borgonha Transjurana
620	620
Drake	Drake (artista)
624	624
Κουσιτικές γλώσσες	Línguas cuchíticas
605	605
Θάλασσα της Τασμανίας	Mar de Tasman
629	629
Οσελότος	Jaguatirica
616	616
PX	PX
615	615
644	644
646	646
633	633
Πεπτιδικός δεσμός	Ligação peptídica
637	637
Μογγολική Αυτοκρατορία της Ινδίας	Império Mogol
436	436
434	434
Δραβιδικές γλώσσες	Línguas dravídicas
293	293
2403 Σούμαβα	2403 Sumava
692 Ιπποδάμεια	692 Hippodamia
427	427
185	185
Ευπατορία	Eupatória
Κριμαϊκή Ταταρική γλώσσα	Língua tártara da Crimeia
321	321
Παράδοξα του Ζήνωνα	Paradoxos de Zeno
327	327
Διάλεκτος	Dialeto
430	430
Λέων Τρότσκι	Leon Trótski
447	447
Παράδοξο του Ράσελ	Paradoxo de Russell
Λιτλ Ροκ	Little Rock
569	569
568	568
444	444
Διεθνής Ένωση Καθαρής και Εφαρμοσμένης Χημείας	União Internacional de Química Pura e Aplicada
Ιδεαλισμός	Idealismo
Χρονικό παράδοξο	Paradoxo temporal
796	796
Ύψωση σε δύναμη	Exponenciação
Γκαγκάουζ γλώσσα	Língua gagaúza
798	798
793	793
Ευγένιος Ντελακρουά	Eugène Delacroix
685	685
Θεώρημα Άροου	Teorema da impossibilidade de Arrow
Χάρτφορντ	Hartford
Ομοφοβία	Homofobia
799	799
Παγκόσμια Οργάνωση Νέων Εσπεραντιστών	Tutmonda Esperantista Junulara Organizo
Καππαδοκία (Ρωμαϊκή επαρχία)	Capadócia (província romana)
Βανιλίνη	Vanilina
683	683
NGC 7	NGC 7
Ασπροπάρης	Abutre-do-egito
Μουσείο	Museu
274	274
Εβραϊκό αλφάβητο	Alfabeto hebraico
Ινδοϊρανικές γλώσσες	Línguas indo-iranianas
Ντόβερ (Ντέλαγουερ)	Dover (Delaware)
Σόφισμα του σωρείτη	Paradoxo sorites
Εφαρμοσμένα μαθηματικά	Matemática aplicada
579	579
Καρκίνωμα	Carcinoma
281	281
Συριακή γλώσσα	Língua siríaca
Παράδοξο των διδύμων	Paradoxo dos gêmeos
Όριο συνάρτησης	Limite de uma função
306	306
NGC 8	NGC 8
ISO 639	ISO 639
438	438
Ιαβαϊκή γλώσσα	Língua javanesa
Φρειδερίκος Β΄ της Πρωσίας	Frederico II da Prússia
Κασμίρι γλώσσα	Língua caxemira
297	297
Χρυσογέρακο	Falcão-borni
Καρελική γλώσσα	Língua carélia
421	421
298	298
Χαβαϊκή γλώσσα	Língua havaiana
351	351
Ινδοάριες γλώσσες	Línguas indo-arianas
352	352
355	355
Γιγαντιαίο Πάντα	Ailuropoda melanoleuca
Κέσα	Kesha
Πολική αρκούδα	Ursus maritimus
95	95
94	94
Ιστρορουμανική γλώσσα	Língua istrorromena
594	594
Θάλασσα του Κάρα	Mar de Kara
542	542
448	448
445	445
305	305
234	234
Απομονωμένη γλώσσα	Língua isolada
565	565
8η χιλιετία π.Χ.	Oitavo milénio a.C.
People	People
Κανάντα γλώσσα	Língua canaresa
381	381
Ακτίνιο (μονάδα μέτρησης)	Radiano
Κατάλογος τεχνητών γλωσσών	Lista de línguas artificiais
385	385
Κασουβική γλώσσα	Língua cassúbia
307	307
346	346
257	257
Μάγιας γλώσσες	Línguas maias
Αστραπή	Raio (meteorologia)
285	285
