Afríka	África
Flokkur:691	Categoria:691
Flokkur:693	Categoria:693
Flokkur:Rúmenskir rithöfundar	Categoria:Escritores da Roménia
Flokkur:Rússneskir rithöfundar	Categoria:Escritores da Rússia
Flokkur:Rómverskir rithöfundar	Categoria:Escritores da Roma Antiga
Flokkur:Svissneskir rithöfundar	Categoria:Escritores da Suíça
Flokkur:707	Categoria:707
Flokkur:Sænskir rithöfundar	Categoria:Escritores da Suécia
Flokkur:Spænskir rithöfundar	Categoria:Escritores da Espanha
Flokkur:Tékkneskir rithöfundar	Categoria:Escritores da República Checa
Flokkur:727	Categoria:727
Flokkur:Íslensk knattspyrnufélög	Categoria:Clubes de futebol da Islândia
Flokkur:Bandarískir rithöfundar	Categoria:Escritores dos Estados Unidos
Flokkur:762	Categoria:762
Flokkur:768	Categoria:768
Flokkur:791	Categoria:791
Flokkur:797	Categoria:797
Flokkur:801	Categoria:801
Flokkur:Knattspyrnufélög eftir löndum	Categoria:Clubes de futebol por país
Flokkur:806	Categoria:806
Flokkur:862	Categoria:862
Flokkur:Dægurflugur	Categoria:Ephemeroptera
Flokkur:864	Categoria:864
Listi yfir forseta Rússlands	Lista de presidentes da Rússia
Flokkur:909	Categoria:909
Flokkur:Fljót í Angóla	Categoria:Rios de Angola
Flokkur:Fljót í Eþíópíu	Categoria:Rios da Etiópia
Flokkur:Fljót í Austur-Kongó	Categoria:Rios da República Democrática do Congo
Flokkur:945	Categoria:945
Flokkur:958	Categoria:958
Flokkur:Andaætt	Categoria:Anatidae
Snið:Timeline Geological Timescale	Predefinição:Linha do tempo geológico
Flokkur:Útdauðar tegundir	Categoria:Espécies extintas
Snið:Átta liða úrslit	Predefinição:Round8
Flokkur:Táknfræði	Categoria:Semiótica
Flokkur:Ósló	Categoria:Oslo
Snið:Tilvitnun2	Predefinição:Cquote
Flokkur:Skák Ólympíad	Categoria:Olimpíadas de xadrez
Flokkur:Fólk dáið árið 1047	Categoria:Mortos em 1047
Flokkur:1263	Categoria:1263
Snið:SYR	Predefinição:SYR
Flokkur:1066	Categoria:1066
Flokkur:Fólk dáið árið 1066	Categoria:Mortos em 1066
Flokkur:1090	Categoria:1090
Flokkur:1099	Categoria:1099
Flokkur:1111	Categoria:1111
Flokkur:1115	Categoria:1115
Flokkur:1126	Categoria:1126
Flokkur:Hrein algebra	Categoria:Álgebra abstrata
Snið:CHN	Predefinição:CHN
Flokkur:Arkitektar	Categoria:Arquitetos
Flokkur:Prentlist	Categoria:Tipógrafos
Flokkur:Spænskir arkitektar	Categoria:Arquitetos da Espanha
Flokkur:Bandarískir arkitektar	Categoria:Arquitetos dos Estados Unidos
Flokkur:Fólk dáið árið 1928	Categoria:Mortos em 1928
Flokkur:Fólk dáið árið 1937	Categoria:Mortos em 1937
Flokkur:Fólk dáið árið 1950	Categoria:Mortos em 1950
Flokkur:Fólk dáið árið 1230	Categoria:Mortos em 1230
Flokkur:Fólk dáið árið 1241	Categoria:Mortos em 1241
Flokkur:1268	Categoria:1268
Flokkur:Angóla	Categoria:Angola
Flokkur:Benín	Categoria:Benim
Flokkur:Botsvana	Categoria:Botswana
Flokkur:Búrkína Fasó	Categoria:Burkina Faso
Flokkur:Búrúndí	Categoria:Burundi
Flokkur:Djíbútí	Categoria:Djibouti
Flokkur:Fílabeinsströndin	Categoria:Costa do Marfim
Flokkur:1310	Categoria:1310
Flokkur:Miðbaugs-Gínea	Categoria:Guiné Equatorial
Flokkur:Fólk dáið árið 1328	Categoria:Mortos em 1328
Flokkur:Fólk dáið árið 1337	Categoria:Mortos em 1337
Flokkur:Erítrea	Categoria:Eritreia
Flokkur:Gabon	Categoria:Gabão
Flokkur:Gambía	Categoria:Gâmbia
Flokkur:Gínea	Categoria:Guiné
Flokkur:Gínea-Bissá	Categoria:Guiné-Bissau
Flokkur:Kamerún	Categoria:Camarões
Flokkur:1382	Categoria:1382
Flokkur:1391	Categoria:1391
Flokkur:Grænhöfðaeyjar	Categoria:Cabo Verde
Flokkur:1395	Categoria:1395
Flokkur:Kenýa	Categoria:Quénia
Flokkur:Kómoreyjar	Categoria:Comores
Flokkur:Líbería	Categoria:Libéria
Flokkur:Líbýa	Categoria:Líbia
Flokkur:Madagaskar	Categoria:Madagáscar
Flokkur:Varsjá	Categoria:Varsóvia
Flokkur:Fólk dáið árið 1423	Categoria:Mortos em 1423
Flokkur:Malaví	Categoria:Malawi
Flokkur:Malí	Categoria:Mali
Flokkur:Marokkó	Categoria:Marrocos
Flokkur:Máritanía	Categoria:Mauritânia
Flokkur:Máritíus	Categoria:Maurícia
Flokkur:1451	Categoria:1451
Flokkur:Mósambík	Categoria:Moçambique
Flokkur:Namibía	Categoria:Namíbia
Flokkur:Níger	Categoria:Níger
Flokkur:Vestur-Kongó	Categoria:República do Congo
Flokkur:Rúanda	Categoria:Ruanda
Flokkur:1480	Categoria:1480
Flokkur:Börn	Categoria:Crianças
Flokkur:Emilía-Rómanja	Categoria:Emília-Romanha
Flokkur:1486	Categoria:1486
Flokkur:Fólk dáið árið 1512	Categoria:Mortos em 1512
Flokkur:Fólk dáið árið 1569	Categoria:Mortos em 1569
Flokkur:Fólk dáið árið 1575	Categoria:Mortos em 1575
Flokkur:Fólk dáið árið 1576	Categoria:Mortos em 1576
Flokkur:Tæknihugtök	Categoria:Terminologia técnica
Flokkur:1587	Categoria:1587
Flokkur:Kvíðaraskanir	Categoria:Transtornos de ansiedade
Flokkur:Fólk dáið árið 1587	Categoria:Mortos em 1587
Flokkur:1589	Categoria:1589
Flokkur:Fólk dáið árið 1590	Categoria:Mortos em 1590
Flokkur:Geðsjúkdómar	Categoria:Transtornos mentais e comportamentais
Flokkur:Fólk dáið árið 1595	Categoria:Mortos em 1595
Flokkur:1599	Categoria:1599
Flokkur:1602	Categoria:1602
Flokkur:Fólk dáið árið 1602	Categoria:Mortos em 1602
Flokkur:1609	Categoria:1609
Flokkur:1610	Categoria:1610
Flokkur:Fólk dáið árið 1610	Categoria:Mortos em 1610
Flokkur:1613	Categoria:1613
Flokkur:Fólk dáið árið 1615	Categoria:Mortos em 1615
Flokkur:Skoskir hagfræðingar	Categoria:Economistas da Escócia
Flokkur:Fólk dáið árið 1635	Categoria:Mortos em 1635
Flokkur:Fólk dáið árið 1637	Categoria:Mortos em 1637
Flokkur:Pólskar hljómsveitir	Categoria:Bandas da Polônia
Flokkur:Fólk dáið árið 1647	Categoria:Mortos em 1647
Flokkur:Alexander mikli	Categoria:Alexandre, o Grande
Flokkur:1666	Categoria:1666
Flokkur:Fólk dáið árið 1672	Categoria:Mortos em 1672
Flokkur:1674	Categoria:1674
Flokkur:Pólskir stjórnmálamenn	Categoria:Políticos da Polónia
Flokkur:Bókaáratugurinn 2001-2010	Categoria:Livros da década de 2000
Flokkur:Menning í London	Categoria:Cultura de Londres
Flokkur:Bretlandseyjar	Categoria:Ilhas Britânicas
Flokkur:Fljót í Póllandi	Categoria:Rios da Polônia
Snið:ENG	Predefinição:ENG
Flokkur:Fólk dáið árið 2011	Categoria:Mortos em 2011
Snið:HTI	Predefinição:HTI
Snið:TCA	Predefinição:TCA
Flokkur:Delaware	Categoria:Delaware
Flokkur:Georgíufylki	Categoria:Geórgia (Estados Unidos)
Flokkur:Kynferði	Categoria:Gênero
Flokkur:Montana	Categoria:Montana
Flokkur:Ítalskir söngvarar	Categoria:Cantores da Itália
Snið:Sameina	Predefinição:Fusão
Flokkur:298	Categoria:298
Flokkur:348	Categoria:348
Flokkur:Tennessee	Categoria:Tennessee
Snið:IRQ	Predefinição:IRQ
Flokkur:260	Categoria:260
Snið:Cicero	Predefinição:Cícero (obras)
Flokkur:80	Categoria:80
Flokkur:316	Categoria:316
Flokkur:Hjálendur Bandaríkjanna	Categoria:Áreas insulares dos Estados Unidos
Flokkur:878	Categoria:878
Flokkur:879	Categoria:879
Flokkur:957	Categoria:957
Flokkur:1029	Categoria:1029
Flokkur:Fólk dáið árið 1291	Categoria:Mortos em 1291
Flokkur:Fólk dáið árið 1495	Categoria:Mortos em 1495
Flokkur:Fólk dáið árið 1541	Categoria:Mortos em 1541
Flokkur:Fólk dáið árið 1546	Categoria:Mortos em 1546
Mr. Peabody & Sherman (kvikmynd 2014)	Mr. Peabody and Sherman
Flokkur:1713	Categoria:1713
Flokkur:1724	Categoria:1724
Flokkur:1728	Categoria:1728
Flokkur:1731	Categoria:1731
Flokkur:1732	Categoria:1732
Flokkur:1733	Categoria:1733
Flokkur:1738	Categoria:1738
Flokkur:1740	Categoria:1740
Flokkur:1741	Categoria:1741
Flokkur:1743	Categoria:1743
Flokkur:1747	Categoria:1747
Flokkur:1748	Categoria:1748
Flokkur:1749	Categoria:1749
Flokkur:1750	Categoria:1750
Flokkur:Fólk dáið árið 1750	Categoria:Mortos em 1750
Flokkur:1752	Categoria:1752
Flokkur:1753	Categoria:1753
Flokkur:1754	Categoria:1754
Flokkur:1755	Categoria:1755
Flokkur:1756	Categoria:1756
Flokkur:1757	Categoria:1757
Flokkur:1758	Categoria:1758
Flokkur:1759	Categoria:1759
Flokkur:1760	Categoria:1760
Flokkur:1761	Categoria:1761
Flokkur:1762	Categoria:1762
Flokkur:1763	Categoria:1763
Flokkur:Fólk dáið árið 1766	Categoria:Mortos em 1766
Flokkur:1768	Categoria:1768
Flokkur:1770	Categoria:1770
Flokkur:1772	Categoria:1772
Flokkur:1773	Categoria:1773
Flokkur:1774	Categoria:1774
Flokkur:1776	Categoria:1776
Flokkur:1777	Categoria:1777
Flokkur:Fólk dáið árið 1779	Categoria:Mortos em 1779
Flokkur:1781	Categoria:1781
Flokkur:1782	Categoria:1782
Flokkur:1783	Categoria:1783
Flokkur:1784	Categoria:1784
Flokkur:1786	Categoria:1786
Flokkur:1788	Categoria:1788
Flokkur:1790	Categoria:1790
Flokkur:1791	Categoria:1791
Flokkur:Fólk dáið árið 1791	Categoria:Mortos em 1791
Flokkur:1792	Categoria:1792
Flokkur:Fólk dáið árið 1792	Categoria:Mortos em 1792
Flokkur:1794	Categoria:1794
Flokkur:1795	Categoria:1795
Flokkur:Fólk dáið árið 1796	Categoria:Mortos em 1796
Flokkur:Fólk dáið árið 1797	Categoria:Mortos em 1797
Flokkur:1798	Categoria:1798
Flokkur:1799	Categoria:1799
Flokkur:1800	Categoria:1800
Flokkur:Fólk dáið árið 1800	Categoria:Mortos em 1800
Flokkur:1801	Categoria:1801
Flokkur:1802	Categoria:1802
Flokkur:Fólk fætt árið 1802	Categoria:Nascidos em 1802
Flokkur:1803	Categoria:1803
Flokkur:Fólk dáið árið 1803	Categoria:Mortos em 1803
Flokkur:1804	Categoria:1804
Flokkur:Fólk dáið árið 1804	Categoria:Mortos em 1804
Flokkur:1805	Categoria:1805
Flokkur:Fólk dáið árið 1805	Categoria:Mortos em 1805
Flokkur:1806	Categoria:1806
Flokkur:Fólk dáið árið 1806	Categoria:Mortos em 1806
Flokkur:1807	Categoria:1807
Flokkur:Fólk dáið árið 1807	Categoria:Mortos em 1807
Flokkur:Fólk dáið árið 1808	Categoria:Mortos em 1808
Flokkur:1809	Categoria:1809
Flokkur:1810	Categoria:1810
Flokkur:Fólk dáið árið 1810	Categoria:Mortos em 1810
Flokkur:1811	Categoria:1811
Flokkur:Fólk fætt árið 1811	Categoria:Nascidos em 1811
Flokkur:Fólk dáið árið 1811	Categoria:Mortos em 1811
Flokkur:Fólk dáið árið 1812	Categoria:Mortos em 1812
Flokkur:Hústónlist	Categoria:House music
Flokkur:1813	Categoria:1813
Flokkur:Fólk dáið árið 1813	Categoria:Mortos em 1813
Flokkur:1814	Categoria:1814
Flokkur:Fólk dáið árið 1814	Categoria:Mortos em 1814
Flokkur:1815	Categoria:1815
Flokkur:Fólk dáið árið 1815	Categoria:Mortos em 1815
Flokkur:1816	Categoria:1816
Flokkur:Fólk dáið árið 1816	Categoria:Mortos em 1816
Flokkur:Fólk dáið árið 1817	Categoria:Mortos em 1817
Flokkur:1818	Categoria:1818
Flokkur:1819	Categoria:1819
Flokkur:Fólk dáið árið 1819	Categoria:Mortos em 1819
Flokkur:1820	Categoria:1820
Flokkur:Fólk dáið árið 1820	Categoria:Mortos em 1820
Flokkur:Fólk dáið árið 1821	Categoria:Mortos em 1821
Flokkur:1823	Categoria:1823
Flokkur:Fólk dáið árið 1824	Categoria:Mortos em 1824
Flokkur:Fólk dáið árið 1825	Categoria:Mortos em 1825
Flokkur:1827	Categoria:1827
Flokkur:Fólk dáið árið 1828	Categoria:Mortos em 1828
Flokkur:1830	Categoria:1830
Flokkur:Fólk dáið árið 1831	Categoria:Mortos em 1831
Flokkur:Fólk dáið árið 1832	Categoria:Mortos em 1832
Flokkur:Fólk dáið árið 1833	Categoria:Mortos em 1833
Flokkur:1834	Categoria:1834
Flokkur:Fólk dáið árið 1834	Categoria:Mortos em 1834
Flokkur:1835	Categoria:1835
Flokkur:1836	Categoria:1836
Flokkur:Fólk dáið árið 1836	Categoria:Mortos em 1836
Flokkur:Fólk dáið árið 1837	Categoria:Mortos em 1837
Flokkur:1838	Categoria:1838
Flokkur:Fólk dáið árið 1838	Categoria:Mortos em 1838
Flokkur:1839	Categoria:1839
Flokkur:1840	Categoria:1840
Flokkur:Fólk dáið árið 1840	Categoria:Mortos em 1840
Flokkur:Fólk dáið árið 1841	Categoria:Mortos em 1841
Flokkur:1842	Categoria:1842
Flokkur:1843	Categoria:1843
Flokkur:Fólk dáið árið 1843	Categoria:Mortos em 1843
Flokkur:Fólk dáið árið 1844	Categoria:Mortos em 1844
Flokkur:Fólk dáið árið 1845	Categoria:Mortos em 1845
Flokkur:1846	Categoria:1846
Flokkur:Fólk dáið árið 1846	Categoria:Mortos em 1846
Flokkur:1847	Categoria:1847
Flokkur:Fólk dáið árið 1847	Categoria:Mortos em 1847
Flokkur:1848	Categoria:1848
Flokkur:1849	Categoria:1849
Flokkur:Fólk dáið árið 1849	Categoria:Mortos em 1849
Flokkur:Fólk dáið árið 1850	Categoria:Mortos em 1850
Flokkur:1851	Categoria:1851
Flokkur:Fólk dáið árið 1851	Categoria:Mortos em 1851
Flokkur:1852	Categoria:1852
Flokkur:1853	Categoria:1853
Flokkur:Fólk dáið árið 1853	Categoria:Mortos em 1853
Flokkur:1854	Categoria:1854
Flokkur:Fólk dáið árið 1855	Categoria:Mortos em 1855
Flokkur:1856	Categoria:1856
Flokkur:Fólk dáið árið 1856	Categoria:Mortos em 1856
Flokkur:1857	Categoria:1857
Flokkur:Fólk dáið árið 1857	Categoria:Mortos em 1857
Flokkur:1858	Categoria:1858
Flokkur:Fólk dáið árið 1858	Categoria:Mortos em 1858
Flokkur:1859	Categoria:1859
Flokkur:Fólk dáið árið 1859	Categoria:Mortos em 1859
Flokkur:1860	Categoria:1860
Flokkur:Fólk dáið árið 1860	Categoria:Mortos em 1860
Flokkur:1861	Categoria:1861
Flokkur:Fólk dáið árið 1861	Categoria:Mortos em 1861
Flokkur:1862	Categoria:1862
Flokkur:Fólk dáið árið 1862	Categoria:Mortos em 1862
Flokkur:1863	Categoria:1863
Flokkur:1864	Categoria:1864
Flokkur:Fólk dáið árið 1864	Categoria:Mortos em 1864
Flokkur:1865	Categoria:1865
Flokkur:Fólk dáið árið 1865	Categoria:Mortos em 1865
Flokkur:1866	Categoria:1866
Flokkur:Fólk dáið árið 1866	Categoria:Mortos em 1866
Flokkur:Fólk dáið árið 1867	Categoria:Mortos em 1867
Flokkur:1868	Categoria:1868
Flokkur:1869	Categoria:1869
Flokkur:Fólk dáið árið 1869	Categoria:Mortos em 1869
Flokkur:1870	Categoria:1870
Flokkur:Fólk dáið árið 1870	Categoria:Mortos em 1870
Flokkur:1871	Categoria:1871
Flokkur:Fólk dáið árið 1871	Categoria:Mortos em 1871
Flokkur:1872	Categoria:1872
Flokkur:Fólk dáið árið 1872	Categoria:Mortos em 1872
Flokkur:Fólk dáið árið 1873	Categoria:Mortos em 1873
Flokkur:1874	Categoria:1874
Flokkur:1875	Categoria:1875
Flokkur:1876	Categoria:1876
Flokkur:Fólk dáið árið 1876	Categoria:Mortos em 1876
Flokkur:1877	Categoria:1877
Flokkur:Fólk dáið árið 1877	Categoria:Mortos em 1877
Flokkur:Fólk dáið árið 1878	Categoria:Mortos em 1878
Flokkur:1879	Categoria:1879
Flokkur:Fólk dáið árið 1879	Categoria:Mortos em 1879
Flokkur:1880	Categoria:1880
Flokkur:1881	Categoria:1881
Flokkur:1882	Categoria:1882
Flokkur:1883	Categoria:1883
Flokkur:1884	Categoria:1884
Flokkur:1885	Categoria:1885
Flokkur:Fólk dáið árið 1885	Categoria:Mortos em 1885
Flokkur:1886	Categoria:1886
Flokkur:Eiði	Categoria:Istmos
Flokkur:Fólk dáið árið 1886	Categoria:Mortos em 1886
Flokkur:1887	Categoria:1887
Flokkur:Fólk dáið árið 1887	Categoria:Mortos em 1887
Flokkur:1889	Categoria:1889
Flokkur:Fólk dáið árið 1889	Categoria:Mortos em 1889
Flokkur:1890	Categoria:1890
Flokkur:Fólk dáið árið 1890	Categoria:Mortos em 1890
Flokkur:1891	Categoria:1891
Flokkur:Fólk dáið árið 1891	Categoria:Mortos em 1891
Flokkur:1892	Categoria:1892
Flokkur:Fólk dáið árið 1892	Categoria:Mortos em 1892
Flokkur:1893	Categoria:1893
Flokkur:Fólk dáið árið 1893	Categoria:Mortos em 1893
Flokkur:1894	Categoria:1894
Flokkur:Fólk dáið árið 1894	Categoria:Mortos em 1894
Flokkur:1895	Categoria:1895
Flokkur:Fólk dáið árið 1895	Categoria:Mortos em 1895
Flokkur:Fólk dáið árið 1896	Categoria:Mortos em 1896
Flokkur:1897	Categoria:1897
Flokkur:Fólk dáið árið 1897	Categoria:Mortos em 1897
Flokkur:Fólk dáið árið 1898	Categoria:Mortos em 1898
Flokkur:1899	Categoria:1899
Flokkur:Fólk dáið árið 1899	Categoria:Mortos em 1899
Flokkur:Fólk dáið árið 1900	Categoria:Mortos em 1900
Flokkur:Fólk dáið árið 1901	Categoria:Mortos em 1901
Flokkur:Fólk dáið árið 1905	Categoria:Mortos em 1905
Flokkur:Fólk dáið árið 1906	Categoria:Mortos em 1906
Flokkur:Fólk dáið árið 1908	Categoria:Mortos em 1908
Flokkur:Fólk dáið árið 1909	Categoria:Mortos em 1909
Flokkur:Fólk dáið árið 1910	Categoria:Mortos em 1910
Flokkur:Fólk dáið árið 1912	Categoria:Mortos em 1912
Flokkur:Fólk dáið árið 1913	Categoria:Mortos em 1913
Flokkur:Fólk dáið árið 1914	Categoria:Mortos em 1914
Flokkur:Fólk dáið árið 1915	Categoria:Mortos em 1915
Flokkur:Fólk dáið árið 1916	Categoria:Mortos em 1916
Flokkur:Fólk dáið árið 1917	Categoria:Mortos em 1917
Flokkur:Fólk dáið árið 1918	Categoria:Mortos em 1918
Flokkur:Fólk dáið árið 1919	Categoria:Mortos em 1919
Flokkur:Fólk dáið árið 1920	Categoria:Mortos em 1920
Flokkur:Fólk dáið árið 1921	Categoria:Mortos em 1921
Flokkur:Fólk dáið árið 1923	Categoria:Mortos em 1923
Flokkur:Fólk dáið árið 1925	Categoria:Mortos em 1925
Flokkur:Fólk dáið árið 1926	Categoria:Mortos em 1926
Flokkur:Fólk dáið árið 1927	Categoria:Mortos em 1927
Flokkur:Fólk dáið árið 1932	Categoria:Mortos em 1932
Flokkur:Fólk dáið árið 1935	Categoria:Mortos em 1935
Flokkur:Fólk dáið árið 1936	Categoria:Mortos em 1936
Flokkur:Fólk dáið árið 1939	Categoria:Mortos em 1939
Flokkur:Fólk dáið árið 1940	Categoria:Mortos em 1940
Flokkur:Fólk dáið árið 1941	Categoria:Mortos em 1941
Flokkur:Fólk dáið árið 1944	Categoria:Mortos em 1944
Flokkur:Fólk dáið árið 1948	Categoria:Mortos em 1948
Flokkur:Fólk dáið árið 1951	Categoria:Mortos em 1951
Flokkur:Fólk dáið árið 1952	Categoria:Mortos em 1952
Flokkur:Fólk dáið árið 1953	Categoria:Mortos em 1953
Flokkur:Fólk dáið árið 1954	Categoria:Mortos em 1954
Flokkur:Fólk dáið árið 1955	Categoria:Mortos em 1955
Flokkur:Fólk dáið árið 1956	Categoria:Mortos em 1956
Flokkur:Fólk dáið árið 1957	Categoria:Mortos em 1957
Flokkur:Fólk dáið árið 1958	Categoria:Mortos em 1958
Flokkur:1961	Categoria:1961
Flokkur:1964	Categoria:1964
Flokkur:Fólk dáið árið 1964	Categoria:Mortos em 1964
Flokkur:1965	Categoria:1965
Flokkur:Fólk dáið árið 1965	Categoria:Mortos em 1965
Flokkur:Tölvuforrit frá Apple	Categoria:Programas de computador da Apple
Flokkur:1966	Categoria:1966
Flokkur:1967	Categoria:1967
Flokkur:Fólk dáið árið 1967	Categoria:Mortos em 1967
Flokkur:Fólk dáið árið 1968	Categoria:Mortos em 1968
Flokkur:1969	Categoria:1969
Flokkur:1970	Categoria:1970
Flokkur:Fólk dáið árið 1970	Categoria:Mortos em 1970
Flokkur:Fólk dáið árið 1971	Categoria:Mortos em 1971
Flokkur:1972	Categoria:1972
Flokkur:Fólk dáið árið 1972	Categoria:Mortos em 1972
Flokkur:1973	Categoria:1973
Flokkur:Fólk dáið árið 1973	Categoria:Mortos em 1973
Flokkur:1974	Categoria:1974
Flokkur:1975	Categoria:1975
Flokkur:1976	Categoria:1976
Flokkur:Fólk dáið árið 1977	Categoria:Mortos em 1977
Flokkur:1978	Categoria:1978
Flokkur:1979	Categoria:1979
Flokkur:1980	Categoria:1980
Flokkur:1981	Categoria:1981
Flokkur:1982	Categoria:1982
Flokkur:Fólk dáið árið 1982	Categoria:Mortos em 1982
Flokkur:1983	Categoria:1983
Flokkur:Fólk dáið árið 1983	Categoria:Mortos em 1983
Flokkur:1984	Categoria:1984
Flokkur:Fólk dáið árið 1984	Categoria:Mortos em 1984
Flokkur:1985	Categoria:1985
Flokkur:Fólk dáið árið 1985	Categoria:Mortos em 1985
Flokkur:1986	Categoria:1986
Flokkur:1987	Categoria:1987
Flokkur:Fólk dáið árið 1987	Categoria:Mortos em 1987
Flokkur:1988	Categoria:1988
Flokkur:1989	Categoria:1989
Flokkur:Fólk dáið árið 1989	Categoria:Mortos em 1989
Flokkur:1990	Categoria:1990
Flokkur:Fólk dáið árið 1990	Categoria:Mortos em 1990
Flokkur:1991	Categoria:1991
Flokkur:1992	Categoria:1992
Flokkur:1993	Categoria:1993
Flokkur:1994	Categoria:1994
Flokkur:1995	Categoria:1995
Flokkur:Fólk dáið árið 1995	Categoria:Mortos em 1995
Flokkur:1996	Categoria:1996
Flokkur:Fólk dáið árið 1996	Categoria:Mortos em 1996
Flokkur:1997	Categoria:1997
Flokkur:Fólk dáið árið 1997	Categoria:Mortos em 1997
Flokkur:1999	Categoria:1999
Flokkur:2000	Categoria:2000
Flokkur:Fólk dáið árið 2000	Categoria:Mortos em 2000
Flokkur:2001	Categoria:2001
Flokkur:Fólk dáið árið 2001	Categoria:Mortos em 2001
Flokkur:2002	Categoria:2002
Flokkur:Fólk dáið árið 2002	Categoria:Mortos em 2002
Flokkur:Fólk dáið árið 2003	Categoria:Mortos em 2003
Flokkur:2004	Categoria:2004
Flokkur:Fólk dáið árið 2004	Categoria:Mortos em 2004
Flokkur:2005	Categoria:2005
Flokkur:2006	Categoria:2006
Flokkur:Fólk dáið árið 2006	Categoria:Mortos em 2006
Flokkur:2007	Categoria:2007
Flokkur:2008	Categoria:2008
Flokkur:2009	Categoria:2009
Flokkur:2010	Categoria:2010
Flokkur:2011	Categoria:2011
Flokkur:2016	Categoria:2016
Flokkur:2017	Categoria:2017
Flokkur:Efnahagslíf eftir löndum	Categoria:Economia por país
Flokkur:Flugvellir eftir löndum	Categoria:Aeroportos por país
Flokkur:Ferðaþjónusta eftir löndum	Categoria:Turismo por país
