ఆఫ్రికా	África
స్ప్రింగ్ ఫ్రేమ్‌వర్క్	Spring Framework
హిస్సాప్	Hyssopus
కిరండూల్	Kirandul
మంచిర్యాల	Mancherial
సింగరాయకొండ	Singarayakonda
పొన్నూరు	Ponnur
యర్రగుంట్ల	Yerraguntla
తాండూరు	Tandur
రేణిగుంట	Renigunta
ఇల్లందు	Yellandu
అశోకె సేన్	Ashoke Sen
డిల్బర్ట్	Dilbert
అశ్వినీ దేవతలు	Açvins
కోలారు	Kolar (distrito)
ఋగ్వేదం	Rigveda
భాగస్వామ్యం	Parceria
గాయత్రీ మంత్రము	Gayatri
ఆస్ట్రేలియన్ సింగిల్స్ టెన్నిస్ చాంపియన్‌షిప్ మహిళల విజేతల పట్టిక	Lista de finais femininas em simples do Open da Austrália
జార్జి బెంథామ్	George Bentham
చీర్స్	Cheers
బ్రంచ్	Brunch
శుక్రవాహిక	Ducto deferente
ద్విపత్ర కవాట భ్రంశం	Prolapso da válvula mitral
ఉరవకొండ	Uravakonda
వింబుల్డన్, లండన్	Wimbledon (Londres)
కింగ్‌డమ్‌ టవర్	Kingdom Tower
హుగ్లీ నది	Rio Hooghly
జ్యోతిషం	Jyotisha
బాబాజీ	Mahavatar Babaji
సోలార్ ఇంపల్స్	Solar Impulse
ట్రాన్స్మిషన్ ఎలక్ట్రాన్ మైక్రోస్కోపీ	Microscópio eletrônico de transmissão
మృదంగం	Mridangam
ఇస్లామీయ స్వర్ణయుగం	Idade de ouro islâmica
నారాయణ	Narayana
పలుగుపార	Espátula
అశ్లీల సాహిత్యం	Literatura erótica
కాలిబ్రె (సాఫ్ట్వేర్)	Calibre (programa)
ధమ్మపదం	Dhammapada
ఆస్ట్రేలియన్ సింగిల్స్ టెన్నిస్ చాంపియన్‌షిప్ పురుషుల విజేతల పట్టిక	Lista de finais masculinas em simples do Open da Austrália
ఒలింపిక్ క్రీడలలో భారతదేశం	Índia nos Jogos Olímpicos
చపాతి	Chapati
హనీ పొసమ్	Tarsipes rostratus
కోణార్క సూర్య దేవాలయం	Templo do Sol em Konarak
గిల్బర్ట్ సిండ్రోమ్‌	Síndrome de Gilbert
డీఅలంబర్ట్ సూత్రము	Princípio de d'Alembert
స్క్రీన్ సేవర్	Descanso de tela
విబ్రియో	Vibrião
ఆంగ్ల అక్షరమాల	Alfabeto inglês
సేబాషియస్ తిత్తి	Cisto sebáceo
సరుగుడు	Casuarina
ఇపికాక్	Ipecacuanha
క్రిమియా	Crimeia
ICD-10 అధ్యాయము 1: అంటువ్యాధులు మరియు పరాన్నజీవులకు సంబంధించిన వ్యాధులు	CID-10 Capítulo I: Algumas doenças infecciosas e parasitárias
జలరాట్నం	Nora (água)
సీస్తాన్	Sistão
అశోకవృక్షం	Açoca
భీమవరం	Bhimavaram
బెల్లంపల్లి	Bellampalle
భైంసా	Bhainsa
హిందూపురం	Hindupur
అనంతపురం	Anantapur
భాగల్పూర్	Bhagalpur
సైసర్	Cicer
క్రెడిట్‌ రేటింగ్‌ ఏజెన్సీ (రుణ రేటింగ్‌ సంస్థ)	Agência de classificação de risco de crédito
వాయవ్య ఢిల్లీ	Deli Noroeste
కటకము (వస్తువు)	Lente
తిమ్మిరి	Parestesia
ఓపెన్‌షాట్	OpenShot
పాల్వంచ	Palwancha
శస్త్రవైద్యుడు	Cirurgião
ఫీడ్‌బర్నర్	FeedBurner
స్మిర్నోఫ్	Smirnoff
కూబర్‌ పెడీ	Coober Pedy
ముస్లిం ప్రపంచం	Mundo islâmico
అశోకచక్రం	Ashoka Chakra
గ్రాఫికల్ యూజర్ ఇంటర్ ఫేస్	Interface gráfica do utilizador
లేజర్‌ హెయిర్‌ రిమూవల్‌	Depilação a laser
ఒక యోగి ఆత్మకథ	Autobiografia de um Iogue
ICD-10 అధ్యాయము 4: వినాళగ్రంధులు, పోషకాహార మరియు జీవక్రియ సంబంధిత వ్యాధులు	CID-10 Capítulo IV: Doenças endócrinas, nutricionais e metabólicas
ICD-10 అధ్యాయము 6: నాడీ వ్యవస్థకు సంబంధించిన వ్యాధులు	CID-10 Capítulo VI: Doenças do sistema nervoso
ICD-10 అధ్యాయము 14: మూత్ర మరియు జననేంద్రియ సంబంధ వ్యాధులు	CID-10 Capítulo XIV: Doenças do aparelho geniturinário
కండరాలు, ఎముకలు, కణజాల వ్యాధులు	CID-10 Capítulo XIII: Doenças do sistema osteomuscular e do tecido conjuntivo
ICD-10 అధ్యాయము 15: గర్భం, శిశుజననం ముందు మరియు తరువాత వచ్చే వ్యాధులు	CID-10 Capítulo XV: Gravidez, parto e puerpério
ICD-10 అధ్యాయము 18: వ్యాధి లక్షణాలు, ప్రయోగశాల పరిశీలనలు ఇతరత్రా వర్గీకరించబడనివి	CID-10 Capítulo XVIII: Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte
ICD-10 అధ్యాయము 19: దెబ్బలు, విష ప్రభావాలు మరియు తదితర బాహ్య కారణాల వల్ల కలిగే పరిణామాలు	CID-10 Capítulo XIX: Lesões, envenenamento e algumas outras conseqüências de causas externas
ICD-10 అధ్యాయము 22: ప్రత్యేక విధులకై సంకేతాలు	CID-10 Capítulo XXII: Códigos para propósitos especiais
స్ట్రిగోపిడాయె	Strigopidae
విషయ వ్యక్తీకరణ	Documentação
ఊదా లోరీ	Chalcopsitta duivenbodei
బార్ దేహం	Corpúsculo de Barr
బార్తోలిన్ గ్రంధి	Glândula de Bartholin
పుట్ట	Formigueiro
షాపింగ్ బండి	Carrinho de supermercado
సెన్సెక్స్	BSE SENSEX
బాబర్	Babur
గణతంత్ర దినోత్సవం	Dia da República
పత్తిగింజల నూనె	Óleo de algodão
షింటో మతము	Xintoísmo
42 (సంఖ్య)	Quarenta e dois
వక్ఫ్	Waqf
బోదకాలు	Filaríase
వ్యాపార నమూనా	Modelo de negócio
భాషా అభ్యాసన	Aquisição da linguagem
జాగింగ్	Jogging
డిస్మెనోరియా	Dismenorreia
ప్రణాళిక నిర్వహణ అధికారి	Gerente de projetos
సామాజిక వ్యవస్థాపకత	Empreendedorismo social
భారతీయ రైల్వేలు	Indian Railways
ప్రగతివాదం	Progressismo
ఇందిరాగాంధీ అంతర్జాతీయ విమానాశ్రయం	Aeroporto Internacional Indira Gandhi
కరొలిన్ ద్వీపం	Ilha Caroline
న్యూటన్ వలయాలు	Anéis de Newton
కుసినార	Kushinagar
పరశురాముడు	Parashurama
సన్‌స్క్రీన్ లేపనము	Filtro solar
నమలడం	Mastigação
కిలోమీటరు	Quilômetro
అనాసైక్లస్	Anacyclus
భారతీయ కళ	Arte da Índia
బాబ్	Bob
సరళహరాత్మక చలనం	Movimento harmônico simples
మొదటి అభిప్రాయం	Prima facie
కమ్యూనిస్టు పార్టీ ఆఫ్ ఇండియా	Partido Comunista da Índia
బైట్ కోడ్	Bytecode
2010లో క్రీడలు	2010 no desporto
షేర్వానీ	Sherwani
ల్యూకోప్లాకియా	Leucoplasia
గుండు సూది	Alfinete
నలుపు-తెలుపు ఛాయాచిత్రకళ	Preto e branco
ఇరిటబుల్ బవెల్ సిండ్రోమ్	Síndrome do cólon irritável
యునిక్సు ప్రోగ్రాముల చిట్టా	Utilitários Unix
అగ్రచర్వణకాలు	Pré-molar
కల్లు	Vinho de palma
ప్రాణాయామం	Pranayama
కథాకళి	Kathakali
ఎండోమెట్రియమ్	Endométrio
వక్షోజాల సంభోగం	Coito intermamário
లాంప్రే	Lampreia
పిన్నీసు	Alfinete de dama
కార్బన్-14	Carbono-14
నంది	Nandi
కలరిపయట్టు	Kalari payattu
మిస్టర్ బీన్	Mr. Bean (série animada)
పురుష జననేంద్రియ వ్యవస్థ	Aparelho reprodutor masculino
వెబ్ ఫీడ్	Feed
గ్లూకోజ్‌ మీటర్‌	Glicosímetro
నారదుడు	Narada
స్త్రీ జననేంద్రియ వ్యవస్థ	Aparelho reprodutor feminino
కుంతీదేవి	Kunti
చంపానేర్-పావగఢ్	Parque Arqueológico de Champaner-Pavagadh
సబ్‌ప్రైమ్ తనఖా సంక్షోభం	Crise do subprime
కొరోనరీ ఆర్టరీ వ్యాధి	Doença arterial coronariana
మచిలీపట్నం	Masulipatão
మహా జనపదాలు	Mahajanapadas
గ్యాస్ ట్రబుల్	Suco gástrico
సాఫ్ట్వేర్ ఆర్కిటెక్చర్	Arquitetura de software
షడ్దర్శనములు	Darshana
బఫే	Buffet
FFmpeg	FFmpeg
లెంఫాడెనోపతి	Linfadenopatia
షెహనాయ్	Shehnai
తెలుగు వికీపీడియా	Wikipédia em telugu
మహాశివరాత్రి	Maha Shivaratri
శక్తి ఆరాధన	Shaktismo
దేశాల జాబితా – అక్షరాస్యత క్రమంలో	Lista de países por índice de alfabetização
విద్యుదయస్కాంతత్వం	Força eletromagnética
పట్టభద్ర నిర్వహణ ప్రవేశ పరీక్ష(గ్రాడ్యుయేట్ మానేజ్మెంట్ ఎడ్మిషన్ టెస్ట్)	Exame de Admissão para Graduados em Administração
పంచె	Dhoti
ఎర్ర లోరీ	Papagaio-escarlate
రోసెల్లా	Rosela
వోల్టేజ్ స్టెబిలైజర్	Regulador de tensão
నికోటియానా	Nicotiana
విజేత (ఛాంపియన్)	Campeão
రూఫస్ ఆర్నెరో	João-de-barro
టింకర్ బెల్	Sininho
తోలుబొమ్మలాట	Teatro de sombras
మెనిస్పెర్మేసి	Menispermaceae
ప్రపంచ జనాభా దినోత్సవం	Dia Mundial da População
రుద్రుడు	Rudra
ఐస్ పాప్	Picolé
తోడేలు	Canis lupus pallipes
కాపలాదారుడు	Security Office
బీడీ	Bidi
బోధన్	Bodhan
దృష్టి కోణం	Ângulo visual
బొబ్బిలి	Bobbili
రక్షకభట నిలయము	Delegacia
రామన్ స్పెక్ట్రోస్కోపీ	Espectroscopia Raman
